hid,name,year_qtr,start_date,end_date,hstatus,county_name,service_area,planning_area,type_cntrl,type_hosp,phone,address,city,zip_code,ceo,lic_beds,avl_beds,stf_beds,dis_medicare_tradicional,dis_medicare_care,dis_medi_tradicional,dis_medi_care,day_medicare_tradicional,day_medicare_care,day_medi_tradicional,day_medi_care,vis_medicare_tradicional,vis_medicare_care,vis_medi_tradicional,vis_medi_care,grip_medicare_tradicional,grip_medicare_care,grip_medi_tradicional,grip_medi_care,grop_medicare_tradicional,grop_medicare_care,grop_medi_tradicional,grop_medi_care,operational_expenses,professional_expenses
106361768,PATTON STATE HOSPITAL,20202,4/1/20,6/30/20,OPEN,San Bernardino,12 - Inland Counties,1209,State,State Hospitals,909-425-7321,3102 E. HIGHLAND AVENUE,PATTON,92369,WILLIAM SUMMERS,1287,1499,1499,1,0,0,0,99267,0,0,0,0,0,0,0,51968463,0,0,0,0,0,0,0,98139625,0
106380965,ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,20192,4/1/19,6/30/19,Open,San Francisco,04 - West Bay,423,Non Profit Corp.,Comparable,415-688-1000,450 STANYAN STREET,SAN FRANCISCO,94117,JOHN ALLEN,403,232,75,507,220,158,95,2525,1121,731,679,8204,3550,441,1750,63310102,23781942,5696570,14149778,27434609,11951513,1463390,5959229,65490521,0
106190541,MONROVIA MEMORIAL HOSPITAL,20202,4/1/20,6/30/20,OPEN,Los Angeles,11 - Los Angeles,913,Investor - Corp.,Comparable,626-408-9800,323 SOUTH HELIOTROPE AVENUE,MONROVIA,91016,RON KUPFERSTEIN,49,49,49,47,0,0,0,1718,0,0,0,0,0,0,0,25820932,0,0,0,0,0,0,0,3843382,0
106370745,SHARP MESA VISTA HOSPITAL,20184,10/1/18,12/31/18,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,858-278-4110,7850 VISTA HILL AVENUE,SAN DIEGO,92123,TRISHA KHALEGHI,158,137,121,198,103,161,0,2666,1411,917,0,8774,909,35,0,16497139,8328327,5503453,0,13145867,1592947,91314,0,21960318,0
106196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,20172,4/1/17,6/30/17,Open,Los Angeles,11,933,Non Profit Corp.,Comparable,(562) 933-5437,2801 ATLANTIC AVENUE,LONG BEACH,90806,JOHN BISHOP,369,367,213,9,3,1061,1388,65,12,7617,4126,53,20,4467,10374,682865,133209,98385868,43656610,54783,41241,10661537,10134163,89689836,0
106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,20193,7/1/19,9/30/19,Open,Los Angeles,11 - Los Angeles,935,Non Profit Corp.,Comparable,323-233-0425,4211 AVALON BOULEVARD,LOS ANGELES,90011,"JOHN H. GRIFFITH, PH.D.",72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9468411,0
106190681,MIRACLE MILE MEDICAL CENTER,20182,4/1/18,6/30/18,Open,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,323-930-1040,6000 SAN VICENTE BOULEVARD,LOS ANGELES,90036,GIL TEPPER,17,17,3,12,0,0,0,29,0,0,0,7,0,0,0,1941537,0,0,0,71318,0,0,0,2160544,0
106420493,MARIAN MEDICAL CENTER,20201,1/1/20,3/31/20,OPEN,Santa Barbara,10 - Santa Barbara/Ventura,803,Non Profit Corp.,Comparable,805-739-3000,1400 EAST CHURCH STREET,SANTA MARIA,93454,CHUCK COVA,388,350,292,1416,344,508,999,8216,1755,1940,8050,44198,9314,3911,36827,123375149,27186842,28132242,79969823,111480501,13219753,10978087,60219008,164800788,0
106331164,DESERT REGIONAL MEDICAL CENTER,20192,4/1/19,6/30/19,Open,Riverside,12 - Inland Counties,1105,Investor - Corp.,Comparable,760-323-6511,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,MICHELE FINNEY,385,367,273,922,1216,565,1145,5074,5003,4044,4491,7019,5081,3286,13712,144123848,153985617,106120495,140508035,65262301,55178748,24002796,88574510,129745417,0
106361110,BEAR VALLEY COMMUNITY HOSPITAL,20202,4/1/20,6/30/20,OPEN,San Bernardino,12 - Inland Counties,1217,District,Comparable,909-866-6501,41870 GARSTIN DRIVE,BIG BEAR LAKE,92315,JOHN P. FRIEL,30,30,26,9,7,7,1,34,15,925,2,2464,779,3884,219,107891,117592,466693,9871,1501951,1299117,2243424,662784,6278724,0
106240942,MERCY MEDICAL CENTER - MERCED,20201,1/1/20,3/31/20,OPEN,Merced,06 - North San Joaquin,515,Non Profit Corp.,Comparable,209-564-5002,333  MERCY AVENUE,MERCED,95340,CHUCK KASSIS,186,186,128,1031,113,228,964,4505,566,885,3123,8656,537,1320,12229,92027885,10974944,15971617,62026753,47509640,6009592,8967559,69554967,90619577,0
106300032,CHILDREN'S HOSPITAL - ORANGE COUNTY,20184,10/1/18,12/31/18,Open,Orange,13 - Orange,1015,Non Profit Corp.,Comparable,714-997-3000,1201 WEST LA VETA AVENUE,ORANGE,92868,KIM CRIPE,334,334,334,3,0,1175,549,4,0,8360,1454,32,0,9697,19353,182342,0,185946217,42410862,80903,0,65167583,73160839,154722935,0
106191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,20172,4/1/17,6/30/17,Open,Los Angeles,11,925,Non Profit Corp.,Comparable,(323) 865-3000,1441 EASTLAKE AVENUE,LOS ANGELES,90089,BOB ALLEN,60,60,34,118,33,44,36,609,289,426,344,11634,1290,1191,1393,6919824,3254047,4989237,4274072,63365891,8752367,6914224,9577946,46562109,0
106190280,ENCINO HOSPITAL MEDICAL CENTER,20201,1/1/20,3/31/20,OPEN,Los Angeles,11 - Los Angeles,905,Investor - Corp.,Comparable,818-501-0434,16237 VENTURA BOULEVARD,ENCINO,91436,BOCKHI PARK,148,148,148,388,63,25,65,3706,501,164,1016,389,167,182,1078,31851390,4174418,2091011,9282637,2032328,1021673,685117,4306712,14069948,0
106014233,EDEN MEDICAL CENTER,20183,7/1/18,9/30/18,Open,Alameda,05 - East Bay,421,Non Profit Corp.,Comparable,415-600-6000,20103 LAKE CHABOT ROAD,CASTRO VALLEY,94546,TERRY GLUBKA,130,130,107,757,249,216,355,3372,958,905,1440,2260,605,683,3701,65781360,21883783,17742863,28663264,30102579,10017865,4508579,23927214,81268572,0
106190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,20192,4/1/19,6/30/19,Open,Los Angeles,11 - Los Angeles,933,Non Profit Corp.,Comparable,562-933-2000,2801 ATLANTIC AVENUE,LONG BEACH,90806,JOHN BISHOP,453,453,324,1579,1148,381,1114,8967,5004,1905,5269,12163,6534,4770,16822,138994052,97261131,29090787,94722146,49067189,26151067,20917806,58119637,166715845,0
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,20202,4/1/20,6/30/20,OPEN,Stanislaus,06 - North San Joaquin,511,Investor - Corp.,Comparable,209-857-3300,1303 MABLE AVE,MODESTO,95355,SETH ROGERS,50,50,35,123,14,10,26,1701,212,194,305,0,0,0,0,4786065,607886,522330,843951,0,0,0,0,4679580,0
106154101,BAKERSFIELD HEART HOSPITAL,20182,4/1/18,6/30/18,Open,Kern,09 - Central,617,Investor - Corp.,Comparable,661-316-6000,3001 SILLECT AVENUE,BAKERSFIELD,93308,MICHELLE OXFORD,47,47,47,466,111,6,81,1795,429,23,310,1771,364,48,659,32894503,7862407,422662,5682870,25727438,5282761,691425,9574156,15760982,160900
106154160,CRESTWOOD - BAKERSFIELD - PHF,20181,1/1/18,3/31/18,Open,Kern,9,617,Investor - Corp.,Psychiatric Health Facilities,209-478-5291,"6700 EUCALYPTUS DRIVE, SUITE C",BAKERSFIELD,93306,LORI BLACKBURN,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900390,126150
106150736,KERN MEDICAL CENTER,20193,7/1/19,9/30/19,Open,Kern,09 - Central,617,City/County,Comparable,661-326-2000,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,RUSSELL JUDD,222,204,158,266,66,736,1201,1641,384,5281,4481,5046,797,22119,17142,14512041,3863714,35874989,36805050,9818793,3035010,57110979,16724785,104198867,0
106190328,GLENDORA COMMUNITY HOSPITAL,20192,4/1/19,6/30/19,Open,Los Angeles,11 - Los Angeles,915,Non Profit Corp.,Comparable,626-852-5000,150 WEST ROUTE 66,GLENDORA,91740,PARRISH SCARBORO,128,128,80,350,24,30,37,2692,163,146,236,83,52,154,438,13701573,866543,1011204,1987179,346483,139436,355672,899746,9011814,0
106500939,MEMORIAL HOSPITAL MODESTO,20194,10/1/19,12/31/19,OPEN,Stanislaus,06 - North San Joaquin,511,Non Profit Corp.,Comparable,209-526-4500,1700 COFFEE ROAD,MODESTO,95355,DARYN KUMAR,379,379,275,1635,790,280,922,8496,4006,1108,3935,3603,2103,1174,8445,148862890,73529538,23711330,70879946,78728512,38045703,5951989,42920142,163236968,0
106231013,MENDOCINO COAST DISTRICT HOSPITAL,20192,4/1/19,6/30/19,Open,Mendocino,01 - Northern California,111,District,Comparable,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437,MICHAEL ELLIS,25,25,17,123,0,6,32,454,0,15,73,6849,0,183,2417,4643409,0,94000,1010467,14359412,0,298276,4139751,15525348,0
106190155,CALIFORNIA REHABILITATION INSTITUTE,20193,7/1/19,9/30/19,Open,Los Angeles,11 - Los Angeles,927,Investor - Corp.,Comparable,424-522-7100,2070 CENTURY PARK EAST,LOS ANGELES,90067,DR. RICHARD MONTMENY,138,138,130,543,48,1,0,7470,700,12,0,0,0,0,0,50416606,4821555,62325,0,0,0,0,0,24642778,0
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,20194,10/1/19,12/31/19,OPEN,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,213-413-3000 xet4452,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,ROBERT ALLEN,434,413,231,660,378,670,1203,4766,1792,3704,8929,2233,685,2341,4848,60189780,29530594,36599041,83293407,14792484,8995293,11253586,32262902,80895855,0
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,20184,10/1/18,12/31/18,Open,Sacramento,02 - Golden Empire,311,Non Profit Corp.,Kaiser Foundation Health,510-987-3380,2025 MORSE AVENUE,SACRAMENTO,95825,JANET LIANG,287,287,132,267,1336,62,311,1194,5100,381,1198,1335,19028,2402,11536,0,0,0,0,0,0,0,0,190199125,0
106301781,FAIRVIEW DEVELOPMENTAL CENTER,20171,1/1/17,3/31/17,Open,Orange,13,1016,State,State Hospitals,(714) 957-5000,2501 HARBOR BOULEVARD,COSTA MESA,92626,HUGH KOHLER,1218,1027,405,1,0,5,0,71,0,16784,0,0,0,0,0,305213,0,18527060,0,0,0,0,0,27402404,0
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,20201,1/1/20,3/31/20,OPEN,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,858-457-6332,9888 GENESEE AVENUE,LA JOLLA,92037,CARL ETTER,432,365,248,1584,814,109,233,7353,4116,863,1258,6420,2675,484,1665,229790349,119828245,22688697,36339045,92297147,44129180,2140604,14360364,185724017,2719159
106105051,COALINGA STATE HOSPITAL,20201,1/1/20,3/31/20,OPEN,Fresno,09 - Central,609,State,State Hospitals,559-935-4300,24511 WEST JAYNE AVENUE,COALINGA,93210,TOM VOSS,1500,1380,1380,1,0,0,0,113473,0,0,0,0,0,0,0,67262759,0,0,0,0,0,0,0,82675164,0
106121002,MAD RIVER COMMUNITY HOSPITAL,20174,10/1/17,12/31/17,Open,Humboldt,1,105,Investor - Corp.,Comparable,707-822-3621,3800 JANES ROAD,ARCATA,95521,DOUGLAS A. SHAW,78,46,42,149,0,32,134,777,0,126,461,12102,0,2107,3499,6636690,0,1198277,4000859,14032448,0,1696612,9598540,15714613,0
106304583,LAGUNA TREATMENT HOSPITAL,20192,4/1/19,6/30/19,Open,Orange,13 - Orange,1017,Non Profit Corp.,Comparable,949-446-0091,24552 PACIFIC PARK DRIVE,ALISO VIEJO,92656,ROBERT HAILS,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367943,0
106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,20174,10/1/17,12/31/17,Open,Los Angeles,11,919,Non Profit Corp.,Comparable,562-698-0811,12401 WASHINGTON BOULEVARD,WHITTIER,90602,JIM WEST,548,548,222,1166,1328,339,438,6477,5608,1550,1679,20901,15462,2622,7917,122210408,144009813,38670735,37826215,72324871,130104028,12721395,39578692,131380070,7400034
106171395,SUTTER LAKESIDE HOSPITAL,20192,4/1/19,6/30/19,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,707-262-5000,5176 HILL ROAD EAST,LAKEPORT,95453,DAN PETERSON,25,25,21,295,6,25,106,1133,13,59,304,5540,122,264,3932,11090549,78254,594819,3678009,22597961,542967,643159,12760189,21799305,0
106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,20194,10/1/19,12/31/19,OPEN,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,323-268-5514,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,ARACELI LONERGAN,127,127,127,85,59,235,363,387,228,716,1270,258,207,940,1968,6737278,3630433,14870509,35285808,1507937,1841742,4131993,9324111,8816076,0
106190137,CASA COLINA HOSPITAL AND CENTER FOR HEALTH CARE,20164,10/1/16,12/31/16,Open,Los Angeles,11,917,Non Profit Corp.,Comparable,(909) 596-7733,255 EAST BONITA AVENUE,POMONA,91767,FELICE L LOVERSO,99,99,99,374,93,11,39,3530,881,135,404,8011,617,73,1095,20395930,5375277,527463,1980541,1944423,275596,36208,383887,17606081,0
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,20182,4/1/18,6/30/18,Open,San Bernardino,12 - Inland Counties,1209,Non Profit Corp.,Kaiser Foundation Health,626-405-5000,9961 SIERRA AVENUE,FONTANA,92335,JULIE MILLER-PHIPPS,626,626,343,145,2536,65,914,727,11176,296,2900,928,18079,1570,12099,0,0,0,0,0,0,0,0,260506378,0
106331226,PACIFIC GROVE HOSPITAL,20201,1/1/20,3/31/20,OPEN,Riverside,12 - Inland Counties,1111,Investor - Corp.,Comparable,951-330-3649,5900 BROCKTON AVENUE,RIVERSIDE,92506,SAAD NIAZI,68,68,62,101,147,48,125,1189,1149,266,705,94,225,0,0,2665250,2585000,595500,1581061,24433,58483,0,0,2985070,0
106150761,MERCY HOSPITAL - BAKERSFIELD,20193,7/1/19,9/30/19,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,661-632-5000,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,BRUCE PETERS,226,226,123,521,283,251,776,2186,1081,877,2614,5751,3026,3189,11584,44009620,21785238,14517469,43592527,27967502,15480343,11882814,58489687,75505284,0
106244027,MARIE GREEN PSYCHIATRIC CENTER - PHF,20164,10/1/16,12/31/16,Open,Merced,6,515,City/County,Psychiatric Health Facilities,(209) 381-6879,300 EAST 15TH STREET,MERCED,95340,"YVONNIA BROWN, MSW",16,16,16,0,0,0,82,0,0,0,633,0,0,0,0,0,0,0,1433852,0,0,0,0,1855174,0
106370744,SCRIPPS MERCY HOSPITAL,20201,1/1/20,3/31/20,OPEN,San Diego,14 - San Diego/Imperial,1418,Non Profit Corp.,Comparable,619-294-8111,4077 FIFTH AVENUE,SAN DIEGO,92103-2180,TOM GAMMIERE,655,529,410,1651,1781,843,1690,8515,9141,4845,7919,6439,6628,4824,12298,175492629,179570636,80050215,129399634,54098308,63481498,21252595,61930486,239600629,6157677
106450936,MAYERS MEMORIAL HOSPITAL,20192,4/1/19,6/30/19,Open,Shasta,01 - Northern California,210,District,Comparable,530-336-5511,43563 STATE HIGHWAY. 299 E,FALL RIVER MILLS,96028,LOUIS WARD,115,115,115,59,0,22,0,414,0,6694,0,1712,0,963,0,1422692,0,2312847,0,2761161,0,1719192,0,7052400,439998
106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,20173,7/1/17,9/30/17,Open,Los Angeles,11,935,Non Profit Corp.,Comparable,(323) 233-0425,4211 AVALON BOULEVARD,LOS ANGELES,90011,"JOHN H. GRIFFITH, PHD",72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8932600,0
106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,20183,7/1/18,9/30/18,Open,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,323-268-5514,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,ARACELI LONERGAN,127,127,127,114,66,156,352,596,333,576,1405,343,151,804,1673,8113608,4804014,13317744,34314965,1914151,1330630,3739490,8184971,13081113,0
106370652,ALVARADO HOSPITAL,20182,4/1/18,6/30/18,Open,San Diego,14 - San Diego/Imperial,1418,Investor - Corp.,Comparable,619-287-3270,6655 ALVARADO ROAD,SAN DIEGO,92120,ROBIN GOMEZ,306,306,306,431,108,77,260,2512,536,422,1086,1278,424,551,2330,37524919,7926582,5845791,14680507,8004029,3151415,1899697,9330179,30559167,0
106390923,ADVENTIST HEALTH LODI MEMORIAL,20194,10/1/19,12/31/19,OPEN,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,DANIEL WOLCOTT,190,190,77,739,177,178,465,2915,712,565,1366,17382,3760,2416,16883,81544013,19238208,14064903,34347495,56729421,15482284,8960936,50330715,57067181,0
106150808,ADVENTIST HEALTH TEHACHAPI VALLEY,20173,7/1/17,9/30/17,Open,Kern,9,623,District,Comparable,(661) 823-3000,115 WEST E STREET,TEHACHAPI,93561,DAVID EASTMAN,25,24,24,7,0,4,0,19,0,13,0,700,124,487,3673,229778,0,543032,0,3006361,1326700,1050556,6078060,5781112,0
106454068,RESTPADD - PHF,20164,10/1/16,12/31/16,Open,Shasta,1,209,Investor - Corp.,Psychiatric Health Facilities,(530) 262-6700,2750 EUREKA WAY,REDDING,96001,O. NWANGBURUKA,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995749,0
106190170,CHILDREN'S HOSPITAL - LOS ANGELES,20183,7/1/18,9/30/18,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,323-669-2450,4650 W. SUNSET BOULEVARD,LOS ANGELES,90027,PAUL VIVIANO,495,374,374,2,0,1915,1146,102,0,16401,2865,175,0,26615,30624,2229446,0,307281462,44981970,885819,0,83881491,47443249,299992475,0
106301340,ST. JOSEPH HOSPITAL - ORANGE,20202,4/1/20,6/30/20,OPEN,Orange,13 - Orange,1015,Church,Comparable,714-771-8000,1100 WEST STEWART DRIVE,ORANGE,92868,JEREMY ZOCH,463,379,221,1103,1035,377,559,4387,3993,2027,2957,12003,11912,3739,11729,80958769,75971098,27674388,41045364,68649298,65127069,14198537,51718122,171791567,0
106331226,PACIFIC GROVE HOSPITAL,20194,10/1/19,12/31/19,OPEN,Riverside,12 - Inland Counties,1111,Investor - Corp.,Comparable,951-330-3649,5900 BROCKTON AVENUE,RIVERSIDE,92506,SAAD NIAZI,68,68,62,86,137,152,0,1042,1256,904,0,320,320,0,0,2245194,2712402,1964004,0,57653,130714,0,0,3009423,0
106231396,ADVENTIST HEALTH UKIAH VALLEY,20201,1/1/20,3/31/20,OPEN,Mendocino,01 - Northern California,113,Church,Comparable,707-462-3111,275 HOSPITAL DRIVE,UKIAH,95482,JASON WELLS,67,50,39,392,34,57,276,1528,148,220,829,22204,1716,1295,17315,21693726,1748223,3377211,13075378,38880103,3909472,2998890,30173021,49488830,0
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,20183,7/1/18,9/30/18,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,213-748-2411,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,MARGARET PETERSEN,318,243,218,292,336,994,2746,1484,1368,4987,9128,2004,1873,8638,26206,18897670,19541037,57079518,124578477,8981885,7593004,22723180,71534372,108565836,0
106424002,SANTA BARBARA - PHF,20184,10/1/18,12/31/18,Open,Santa Barbara,10 - Santa Barbara/Ventura,807,City/County,Psychiatric Health Facilities,805-681-5244,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,"ALICE A. GLEGHORN, PHD",16,16,16,21,0,59,0,448,0,702,0,0,0,0,0,1123772,0,1760911,0,0,0,0,0,2255090,0
106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,20192,4/1/19,6/30/19,Open,Sacramento,02 - Golden Empire,311,Non Profit Corp.,Shriners Hospitals,916-453-2000,2425 STOCKTON BOULEVARD,SACRAMENTO,95817,MARGARET BRYAN,80,70,70,0,0,86,54,0,0,268,176,0,0,1308,3199,0,0,6866595,2203053,0,0,2833964,5675499,16843174,0
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,20184,10/1/18,12/31/18,Open,San Bernardino,12 - Inland Counties,1209,Non Profit Corp.,Kaiser Foundation Health,626-405-5000,9961 SIERRA AVENUE,FONTANA,92335,JULIE MILLER-PHIPPS,626,626,350,123,2519,59,913,736,11260,358,2918,930,17416,1498,12107,0,0,0,0,0,0,0,0,312013626,0
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,20164,10/1/16,12/31/16,Open,Los Angeles,11,925,Non Profit Corp.,Comparable,(323) 644-2000,1891 EFFIE STREET,LOS ANGELES,90026,MARA PELSMAN,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420218,396287
106104089,EXODUS FRESNO - PHF,20182,4/1/18,6/30/18,Open,Fresno,09 - Central,605,Investor - Corp.,Psychiatric Health Facilities,559-600-7180,4411 E. KINGS CANYON ROAD,FRESNO,93702,LUANA MURPHY,16,16,16,0,0,98,0,0,0,1068,0,0,0,0,0,0,0,754788,0,0,0,0,0,969288,0
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,20182,4/1/18,6/30/18,Open,Sacramento,02 - Golden Empire,311,Non Profit Corp.,Kaiser Foundation Health,510-987-3380,6600 BRUCEVILLE ROAD,SACRAMENTO,95823,JANET LIANG,217,217,143,290,1253,130,405,1274,4915,636,1342,1352,12389,2698,12309,0,0,0,0,0,0,0,0,155749502,0
106361339,ST. BERNARDINE MEDICAL CENTER,20174,10/1/17,12/31/17,Open,San Bernardino,12,1209,Non Profit Corp.,Comparable,909-883-8711,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,92404,DOUGLAS KLEAM,342,322,314,604,880,392,1300,2769,3856,2517,5028,3492,2939,4084,23722,54255990,84489615,40724275,90534692,16358141,24801600,11180613,57733151,118169974,0
106364050,CANYON RIDGE HOSPITAL,20181,1/1/18,3/31/18,Open,San Bernardino,12,1207,Investor - Corp.,Comparable,909-590-3700,5353 G STREET,CHINO,91710,STEPHANIE BERNIER,106,106,106,163,122,0,182,1960,687,0,824,1240,0,0,0,3528000,1236600,0,1483200,910440,0,0,0,4958404,150220
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,20194,10/1/19,12/31/19,OPEN,Sacramento,02 - Golden Empire,311,City/County,Psychiatric Health Facilities,916-875-1000,2150 STOCKTON BOULEVARD,SACRAMENTO,95817,"ANTHONY MADARIAGA, LMFT",50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10148514,815121
106361308,REDLANDS COMMUNITY HOSPITAL,20183,7/1/18,9/30/18,Open,San Bernardino,12 - Inland Counties,1209,Non Profit Corp.,Comparable,909-335-5501,350 TERRACINA BOULEVARD,REDLANDS,92373,JAMES R. HOLMES,229,197,139,423,980,253,488,1912,3910,1206,1551,7909,12076,2019,9709,37084911,78406068,13516886,28265235,22547534,48009114,5264380,25319113,94048962,1437680
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20173,7/1/17,9/30/17,Open,San Diego,14,1416,Non Profit Corp.,Comparable,(760) 633-6501,354 SANTA FE DRIVE,ENCINITAS,92024,CARL ETTER,193,192,156,977,536,131,249,4640,2494,701,1260,4692,2575,690,2102,80452372,46760681,8882493,15551605,23872954,14819426,2084016,6859323,66381236,4534010
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,20174,10/1/17,12/31/17,Open,Contra Costa,5,411,Non Profit Corp.,Kaiser Foundation Health,510-987-3380,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,JANET LIANG,233,226,118,81,1147,15,107,373,4557,113,250,231,11140,120,1800,0,0,0,0,0,0,0,0,161050677,0
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,20193,7/1/19,9/30/19,Open,Fresno,09 - Central,605,Investor - Corp.,Psychiatric Health Facilities,559-892-1128,4411 E. KINGS CANYON ROAD,FRESNO,93702,DEBORAH TOBIAS-GATEWOOD,16,16,12,0,0,156,0,0,0,913,0,0,0,0,0,0,0,1153829,0,0,0,0,0,4938848,212053
106190756,PROVIDENCE ST. JOHN'S HEALTH CENTER,20172,4/1/17,6/30/17,Open,Los Angeles,11,927,Church,Comparable,(310) 829-5511,2121 SANTA MONICA BOULEVARD.,SANTA MONICA,90404,MARCEL LOH,266,234,234,1361,174,54,121,7100,944,319,539,6856,678,340,1258,113673444,14065094,2504905,6018472,39778628,3867875,2143393,3751474,96066878,1258161
106314029,TELECARE PLACER COUNTY - PHF,20183,7/1/18,9/30/18,Open,Placer,02 - Golden Empire,309,Investor - Corp.,Psychiatric Health Facilities,916-787-8900,101 CIRBY HILLS DRIVE,ROSEVILLE,95678,ANNE BAKAR,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286332,0
106210993,KENTFIELD REHAB HOSPITAL,20171,1/1/17,3/31/17,Open,Marin,4,405,Investor - Corp.,Comparable,(415) 456-9680,1125 SIR FRANCIS DRAKE BOULEVARD.,KENTFIELD,94904,LAUREN SUAREZ,100,100,80,81,6,3,33,3237,363,49,1850,1651,11,0,135,20969734,2322853,168133,7435643,538020,3686,0,43952,15175398,0
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,20202,4/1/20,6/30/20,OPEN,San Benito,08 - Mid-Coast,701,District,Comparable,831-637-5711,911 SUNSET DRIVE,HOLLISTER,95023,KEN UNDERWOOD,144,142,93,125,21,89,48,732,92,6333,104,9425,1165,8529,5372,5246077,984539,7057092,1692205,13230150,2387527,8596121,6743931,31641915,3616542
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,20192,4/1/19,6/30/19,Open,Sacramento,02 - Golden Empire,311,Non Profit Corp.,Kaiser Foundation Health,510-987-3380,2025 MORSE AVENUE,SACRAMENTO,95825,JANET LIANG,287,287,148,334,1388,45,342,1369,5749,307,1569,1416,20038,2031,11700,0,0,0,0,0,0,0,0,185953124,0
106214034,NOVATO COMMUNITY HOSPITAL,20181,1/1/18,3/31/18,Open,Marin,4,405,Non Profit Corp.,Comparable,415-209-1300,180 ROWLAND WAY,NOVATO,94945,GRANT DAVIES,47,47,23,323,32,20,55,1125,95,58,171,1004,95,307,2035,18754897,1485515,964230,2779841,12757231,1578181,988686,6140870,26378779,0
106540734,KAWEAH DELTA MEDICAL CENTER,20182,4/1/18,6/30/18,Open,Tulare,09 - Central,611,District,Comparable,559-624-2000,400 WEST MINERAL KING,VISALIA,93291,GARY K. HERBST,581,576,491,2244,491,806,1749,15031,3148,6804,8240,28931,5331,15174,37547,114708845,26768298,28070660,61142528,72463918,17520198,11326303,61263259,167888529,0
