hid,name,year_qtr,start_date,end_date,hstatus,county_name,service_area,planning_area,type_cntrl,type_hosp,phone,address,city,zip_code,ceo,lic_beds,avl_beds,stf_beds,dis_medicare_tradicional,dis_medicare_care,dis_medi_tradicional,dis_medi_care,day_medicare_tradicional,day_medicare_care,day_medi_tradicional,day_medi_care,vis_medicare_tradicional,vis_medicare_care,vis_medi_tradicional,vis_medi_care,grip_medicare_tradicional,grip_medicare_care,grip_medi_tradicional,grip_medi_care,grop_medicare_tradicional,grop_medicare_care,grop_medi_tradicional,grop_medi_care,operational_expenses,professional_expenses
106334068,SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,20183,2018-07-01,2018-09-30,Open,Riverside,12 - Inland Counties,1109,Investor - Corp.,Comparable,951-696-6000,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,BRADLEY NEET,250,250,250,517,863,241,1034,2297,3086,948,3275,1694,2620,1423,9667,35763018,52289825,12332987,43884691,13461321,26706147,6682046,43835825,66301918,0
106190280,ENCINO HOSPITAL MEDICAL CENTER,20201,2020-01-01,2020-03-31,OPEN,Los Angeles,11 - Los Angeles,905,Investor - Corp.,Comparable,818-501-0434,16237 VENTURA BOULEVARD,ENCINO,91436,BOCKHI PARK,148,148,148,388,63,25,65,3706,501,164,1016,389,167,182,1078,31851390,4174418,2091011,9282637,2032328,1021673,685117,4306712,14069948,0
106420491,LOMPOC VALLEY MEDICAL CENTER,20174,2017-10-01,2017-12-31,Open,Santa Barbara,10,805,District,Comparable,805-737-3300,1515 E. OCEAN AVENUE,LOMPOC,93436,JAMES RAGGIO,170,170,170,283,26,22,154,1692,277,95,7051,5208,228,530,5414,6956829,750979,312111,5100698,9748648,677568,760205,7547934,22845835,0
106190049,KINDRED HOSPITAL - BALDWIN PARK,20172,2017-04-01,2017-06-30,Open,Los Angeles,11,915,Investor - Ptnr.,Comparable,(626) 388-2700,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,FIONA BASA-REYES,91,91,77,194,17,0,9,5174,421,0,611,0,0,0,0,42761630,4239407,0,6159058,0,0,0,0,9913524,206142
106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,20193,2019-07-01,2019-09-30,Open,San Mateo,04 - West Bay,425,Non Profit Corp.,Kaiser Foundation Health,510-987-3380,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,JANET LIANG,120,120,55,77,692,2,46,348,2803,4,153,280,7547,95,1301,0,0,0,0,0,0,0,0,78422222,0
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,20194,2019-10-01,2019-12-31,OPEN,Santa Clara,07 - Santa Clara,431,Investor - Corp.,Comparable,408-259-5000,225 NORTH JACKSON AVENUE,SAN JOSE,95116,TOMI RYBA,264,264,264,1201,627,339,800,7000,3244,1877,3851,3934,2591,2069,10118,304180986,156191049,84338556,160841517,58592076,46406431,22429133,95042550,113724777,4601133
106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,20201,2020-01-01,2020-03-31,OPEN,Orange,13 - Orange,1017,Non Profit Corp.,Comparable,949-364-1400,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,EILEEN HAUBL,523,404,218,1399,950,214,363,6154,3761,1739,1683,24472,18034,3469,10410,124470757,84506365,18996760,32302322,82192547,59965721,9762775,29680165,151135601,0
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,20182,2018-04-01,2018-06-30,Open,Contra Costa,05 - East Bay,411,Non Profit Corp.,Kaiser Foundation Health,510-987-3380,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,JANET LIANG,233,233,122,74,1234,11,107,287,4999,30,370,273,11667,127,1791,0,0,0,0,0,0,0,0,162364895,0
106194219,KECK HOSPITAL OF USC,20192,2019-04-01,2019-06-30,Open,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,800-872-2273,1500 SAN PABLO STREET,LOS ANGELES,90033,RICHARD PINEDA,401,350,226,1057,354,184,451,6981,2526,1849,3554,34564,5575,1560,4770,192455822,83463139,51181809,90436124,141201557,22739738,7486134,26442264,279405614,0
106270777,GEORGE L. MEE MEMORIAL HOSPITAL,20194,2019-10-01,2019-12-31,OPEN,Monterey,08 - Mid-Coast,709,Non Profit Corp.,Comparable,831-385-6000,300 CANAL STREET,KING CITY,93930,RENA SALAMACHA,73,73,73,48,2,30,45,3028,6,73,247,3280,98,2372,12805,4860984,107740,1390400,1945228,7342371,234840,3514702,13874469,16539565,0
106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,20182,2018-04-01,2018-06-30,Open,San Bernardino,12 - Inland Counties,1211,Church,Comparable,760-242-2311,18300 US HIGHWAY 18,APPLE VALLEY,92307,ALAN H. GARRETT,212,212,210,837,507,267,1151,5322,2217,1329,4837,2017,2479,1977,9423,71812015,41654523,16607044,63766203,22474297,31285929,12328782,66248931,73121557,2777449
106361768,PATTON STATE HOSPITAL,20173,2017-07-01,2017-09-30,Open,San Bernardino,12,1209,State,State Hospitals,(909) 425-7321,3102 E. HIGHLAND AVENUE,PATTON,92369,WILLIAM SUMMERS,1287,1527,1527,12,0,0,0,9311,0,0,0,0,0,0,0,4899720,0,0,0,0,0,0,0,76908140,0
106380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,20192,2019-04-01,2019-06-30,Open,San Francisco,04 - West Bay,423,City/County,Hospital-LTC Emphasis,415-759-2300,375 LAGUNA HONDA BOULEVARD,SAN FRANCISCO,94116,MARGARET RYKOWSKI,780,780,776,24,0,166,25,1164,139,66120,1211,1009,8,602,40,5121397,173938,100466799,2454950,512877,1550,323945,23640,74722212,0
106334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,20194,2019-10-01,2019-12-31,OPEN,Riverside,12 - Inland Counties,1111,Non Profit Corp.,Kaiser Foundation Health,626-405-5000,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,JULIE MILLER-PHIPPS,226,226,113,46,723,19,250,393,3544,126,902,425,18623,484,7342,0,0,0,0,0,0,0,0,139766661,0
106380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,20184,2018-10-01,2018-12-31,Open,San Francisco,04 - West Bay,423,City/County,Hospital-LTC Emphasis,415-759-2300,375 LAGUNA HONDA BOULEVARD,SAN FRANCISCO,94116,MIVIC HIROSE,780,780,776,23,0,163,10,817,32,67481,1053,1051,1,621,53,4534579,61986,103070018,1840098,547611,234,296533,29557,70233626,0
106364121,BALLARD REHABILITATION HOSPITAL,20184,2018-10-01,2018-12-31,Open,San Bernardino,12 - Inland Counties,1209,Investor - Ptnr.,Comparable,909-473-1200,1760 WEST 16TH STREET,SAN BERNARDINO,92411,MARY HUNT,60,60,60,68,30,39,54,856,435,561,799,397,219,16,869,2724383,1102472,1289641,1584362,173735,72636,7476,197423,4793939,0
106470871,MERCY MEDICAL CENTER - MT. SHASTA,20183,2018-07-01,2018-09-30,Open,Siskiyou,01 - Northern California,205,Non Profit Other,Comparable,530-225-6000,914 PINE STREET,MOUNT SHASTA,96067,KENNETH PLATOU,33,25,25,112,7,12,62,364,23,31,141,6224,357,531,4036,5183936,365777,422928,2081836,9639336,610924,774956,5196397,14486830,0
106380960,ST. FRANCIS MEMORIAL HOSPITAL,20164,2016-10-01,2016-12-31,Open,San Francisco,4,423,Non Profit Corp.,Comparable,(415) 353-6000,900 HYDE STREET,SAN FRANCISCO,94109,"TODD STRUMWASSER, MD",288,170,102,483,124,200,232,3042,804,1657,1287,6962,1603,919,4465,56980122,11200335,21166733,27922710,17721932,4220309,2437811,11960956,63744642,0
106541123,PORTERVILLE STATE HOSPITAL,20183,2018-07-01,2018-09-30,Open,Tulare,09 - Central,613,State,State Hospitals,559-782-2222,26501 AVENUE 140,PORTERVILLE,93258,KAY HARALSON,1210,256,256,1,0,7,0,99,0,4662,0,0,0,0,0,1134458,0,28647086,0,0,0,0,0,24327557,0
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,20174,2017-10-01,2017-12-31,Open,San Bernardino,12,1209,Non Profit Corp.,Comparable,909-887-6333,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,92411,JUNE COLLISON,347,345,306,247,229,1268,1049,1269,1017,9841,5392,1315,1298,4431,10723,14597961,11111848,93512528,53756656,4069135,5450383,9903060,42236539,79500032,2682714
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,20164,2016-10-01,2016-12-31,Open,Stanislaus,6,511,Investor - Corp.,Comparable,(209) 248-7700,730 17TH STREET,MODESTO,95354,GIA SMITH,100,100,100,100,0,5,0,2418,0,515,0,0,0,0,0,16667729,0,2809721,0,0,0,0,0,11407239,0
106481094,SUTTER MEDICAL CENTER - SOLANO,20172,2017-04-01,2017-06-30,Open,Solano,3,409,Non Profit Corp.,Comparable,(707) 554-4444,300 HOSPITAL DRIVE,VALLEJO,94589,JOHN BOYD,102,102,56,445,27,98,320,1932,112,329,1172,4467,214,814,7748,32695266,1926805,5490703,20766883,20463474,1191026,2720184,25795180,39929042,0
106424002,SANTA BARBARA - PHF,20182,2018-04-01,2018-06-30,Open,Santa Barbara,10 - Santa Barbara/Ventura,807,City/County,Psychiatric Health Facilities,805-681-5244,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,"ALICE A. GLEGHORN, PHD",16,16,16,25,0,59,0,297,0,950,0,0,0,0,0,715363,0,1385943,0,0,0,0,0,2416497,0
106491064,SANTA ROSA MEMORIAL HOSPITAL,20171,2017-01-01,2017-03-31,Open,Sonoma,3,401,Church,Comparable,(707) 525-5300,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,TODD SALNAS,284,284,204,1474,148,192,602,8795,882,1145,3591,24966,2451,9732,4838,179913666,18053117,23426761,73459432,108198553,10620328,42174100,20964892,118121079,1192670
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,20193,2019-07-01,2019-09-30,Open,Sacramento,02 - Golden Empire,311,City/County,Psychiatric Health Facilities,916-875-1000,2150 STOCKTON BOULEVARD,SACRAMENTO,95817,"ANTHONY MADARIAGA, LMFT",50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7066216,217257
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,20202,2020-04-01,2020-06-30,OPEN,Los Angeles,11 - Los Angeles,905,Non Profit Corp.,Comparable,818-787-2222,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,JAMES THEIRING,145,145,135,447,87,218,237,2402,432,1994,2196,798,145,416,460,42557165,5846679,14640294,23043187,5248702,924189,2537632,2873543,34935064,0
106250956,MODOC MEDICAL CENTER,20171,2017-01-01,2017-03-31,Open,Modoc,1,201,City/County,Comparable,(530) 233-5131,228 WEST MCDOWELL AVENUE,ALTURAS,96101,KEVIN KRAMER,87,87,49,31,2,2,15,127,9,299,2830,2471,187,91,2175,376826,59636,110218,1039858,1890126,129962,69468,1739159,4199235,0
106420483,GOLETA VALLEY COTTAGE HOSPITAL,20171,2017-01-01,2017-03-31,Open,Santa Barbara,10,807,Non Profit Corp.,Comparable,(805) 967-3411,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,RONALD C. WERFT,52,28,28,229,24,6,28,586,50,18,44,6217,506,203,1833,15397381,2064063,240409,2338597,10324022,1548511,747080,4570976,17715080,478140
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,20183,2018-07-01,2018-09-30,Open,Sacramento,02 - Golden Empire,311,Non Profit Corp.,Kaiser Foundation Health,510-987-3380,2025 MORSE AVENUE,SACRAMENTO,95825,JANET LIANG,287,287,129,242,1309,70,253,1076,5066,338,953,1344,19394,2726,10784,0,0,0,0,0,0,0,0,170876156,0
106281266,NAPA STATE HOSPITAL,20184,2018-10-01,2018-12-31,Open,Napa,03 - North Bay,407,State,State Hospitals,707-253-5000,2100 NAPA-VALLEJO HIGHWAY,NAPA,94558,FRANK TURLEY,1418,1296,1296,11,0,0,0,47124,0,0,0,0,0,0,0,27074351,0,0,0,0,0,0,0,83782706,0
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,20172,2017-04-01,2017-06-30,Open,Fresno,9,605,Non Profit Corp.,Kaiser Foundation Health,(510) 987-3380,7300 NORTH FRESNO STREET,FRESNO,93720,GREGORY ADAMS,169,169,79,104,1060,12,86,392,3474,16,236,513,22392,532,3718,0,0,0,0,0,0,0,0,78786177,0
106281266,NAPA STATE HOSPITAL,20201,2020-01-01,2020-03-31,OPEN,Napa,03 - North Bay,407,State,State Hospitals,707-253-5000,2100 NAPA-VALLEJO HIGHWAY,NAPA,94558,FRANK TURLEY,1418,1286,1286,45,0,0,0,53960,0,0,0,0,0,0,0,30621086,0,0,0,0,0,0,0,96416508,0
106104023,SAN JOAQUIN VALLEY REHAB HOSPITAL,20164,2016-10-01,2016-12-31,Open,Fresno,9,605,Investor - Ptnr.,Comparable,(559) 436-3600,7173 N. SHARON AVENUE,FRESNO,93720,MARY JO JACOBSON,62,62,62,315,33,14,16,3315,454,68,135,3453,660,0,475,10866228,1106710,682122,495219,886721,169386,0,121898,6255199,0
106370875,SHARP CHULA VISTA MEDICAL CENTER,20193,2019-07-01,2019-09-30,Open,San Diego,14 - San Diego/Imperial,1420,Non Profit Corp.,Comparable,619-482-5800,751 MEDICAL CENTER COURT,CHULA VISTA,91911,PABLO VELEZ,343,343,276,1068,706,409,1121,7049,3868,3784,7270,6948,7512,2071,8430,115854829,64685246,35295768,88442222,43958034,44726355,10863688,55683023,102214877,0
106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,20193,2019-07-01,2019-09-30,Open,Los Angeles,11 - Los Angeles,903,Church,Comparable,818-365-8051,15031 RINALDI STREET,MISSION HILLS,91345,"BERNARD KLEIN, M.D.",377,377,315,835,1121,562,1028,6482,5614,3009,4633,2686,3742,3120,12795,110394066,122152019,48586700,83179278,27269250,45794869,15407378,54791476,160113369,4288590
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20202,2020-04-01,2020-06-30,OPEN,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,22,211,22,25,83,893,108,108,354,4756,420,331,3136,16452171,1796324,1653737,5463678,7508845,881541,1077570,6653740,19207150,0
106541123,PORTERVILLE STATE HOSPITAL,20194,2019-10-01,2019-12-31,OPEN,Tulare,09 - Central,613,State,State Hospitals,559-782-2222,26501 AVENUE 140,PORTERVILLE,93258,GABRIELA MALESZEWSKI,1210,209,209,11,0,2,0,1077,0,17778,0,0,0,0,0,1403371,0,23173661,0,0,0,0,0,32684980,0
106190758,PROVIDENCE ST. JOSEPH MEDICAL CENTER,20182,2018-04-01,2018-06-30,Open,Los Angeles,11 - Los Angeles,907,Church,Comparable,818-843-5111,501 S BUENA VISTA STREET,BURBANK,91505,KELLY M LINDEN,446,307,257,1542,321,305,687,8257,1267,1309,2078,8549,7754,1341,7236,181669721,40336141,24222750,48703747,80882562,19954862,7123901,29582148,99885908,1826608
106334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,20192,2019-04-01,2019-06-30,Open,Riverside,12 - Inland Counties,1109,Non Profit Corp.,Kaiser Foundation Health,626-405-5000,27300 IRIS AVENUE,MORENO VALLEY,92555,JULIE MILLER-PHIPPS,94,94,40,41,362,7,103,184,1601,7,286,253,3151,422,4086,0,0,0,0,0,0,0,0,36125531,0
106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,20181,2018-01-01,2018-03-31,Open,Los Angeles,11,905,Non Profit Corp.,Hospital-LTC Emphasis,818-774-3000,7150 TAMPA AVENUE,RESEDA,91335,ILANA SPRINGER,249,249,241,15,29,15,32,1842,538,2248,13801,0,0,0,0,1482097,706089,1051873,6000531,0,0,0,0,7674045,0
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,20174,2017-10-01,2017-12-31,Open,Santa Clara,7,431,Investor - Corp.,Comparable,408-259-5000,225 NORTH JACKSON AVENUE,SAN JOSE,95116,MICHAEL CARTER,264,264,264,1322,671,376,704,8034,3889,2316,3944,4378,2344,2927,12617,289673028,152424860,91538340,152445221,49588248,29967788,22052747,88239561,106632460,3413937
106010846,HIGHLAND HOSPITAL,20202,2020-04-01,2020-06-30,OPEN,Alameda,05 - East Bay,417,City/County,Comparable,510-437-4800,1411 EAST 31ST STREET,OAKLAND,94602,DELVECCHIO FINLEY,449,438,438,915,112,763,1612,6103,721,14297,9048,8921,766,7831,28059,96795595,12864836,100408406,132436645,25133815,2957931,18757926,65842689,227226077,0
106190599,KINDRED HOSPITAL PARAMOUNT,20193,2019-07-01,2019-09-30,Open,Los Angeles,11 - Los Angeles,921,Investor - Corp.,Comparable,562-531-3110,16453 COLORADO AVENUE,PARAMOUNT,90723,MARK APODACA,177,177,120,80,8,2,31,4030,302,182,2801,0,0,0,0,40870055,3385331,969328,23159637,0,0,0,0,16089312,0
106190812,VALLEY PRESBYTERIAN HOSPITAL,20173,2017-07-01,2017-09-30,Open,Los Angeles,11,905,Non Profit Corp.,Comparable,(818) 782-6600,15107 VANOWEN STREET,VAN NUYS,91405,GUSTAVO VALDESPINO,350,348,201,658,174,752,1495,4768,754,3570,7272,2756,678,5485,14220,45114039,8505944,29231683,62118708,7915438,2434319,9168275,33134404,82976559,0
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,20181,2018-01-01,2018-03-31,Open,Shasta,1,209,Investor - Corp.,Comparable,530-246-9000,2801 EUREKA WAY,REDDING,96001,CHRIS JONES,88,88,80,199,0,0,43,4686,4,90,1586,920,0,0,0,44812979,92043,486164,17530426,840380,0,0,0,7394500,0
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,20172,2017-04-01,2017-06-30,Open,Los Angeles,11,913,Non Profit Corp.,Comparable,(626) 289-5454,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,KAREN PRICE-GHARZEDDINE,273,273,273,713,334,205,694,5950,1514,1610,4436,1150,648,596,2967,67921325,20600934,15819658,54951959,20298918,8805773,3704424,21730270,35767024,351980
106371256,SCRIPPS GREEN HOSPITAL,20194,2019-10-01,2019-12-31,OPEN,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,858-455-9100,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037,TIM COLLINS,173,150,89,631,641,8,8,2469,2213,84,26,7027,4721,64,38,78428034,64129918,1364268,840016,55643155,33092408,765410,274685,73389314,995031
106490964,HEALDSBURG DISTRICT HOSPITAL,20171,2017-01-01,2017-03-31,Open,Sonoma,3,401,District,Comparable,(707) 431-6500,1375 UNIVERSITY STREET,HEALDSBURG,95448,NANCY GOODFELLOW-SCHMID,42,38,27,137,7,3,30,1234,23,124,768,4721,431,147,1899,7288146,344734,418885,3435333,6532581,713482,269757,2639156,11959378,0
106331293,PARKVIEW COMMUNITY HOSPITAL,20193,2019-07-01,2019-09-30,Open,Riverside,12 - Inland Counties,1111,Non Profit Corp.,Comparable,951-688-2211,3865 JACKSON STREET,RIVERSIDE,92503,DAVID BATISTA,193,193,93,280,353,200,588,1387,1309,1162,2085,829,1216,1300,6134,20157954,25423774,13541425,31197267,4512802,11844624,4728747,24671995,30378902,0
106560501,OJAI VALLEY COMMUNITY HOSPITAL,20172,2017-04-01,2017-06-30,Open,Ventura,10,809,Non Profit Corp.,Comparable,(805) 652-5011,1306 MARICOPA HIGHWAY,OJAI,93023,GARY WILDE,91,91,68,70,37,9,10,794,228,350,3701,2480,638,362,2755,1996450,1222129,299977,2225339,2396170,768902,255858,1926052,7715765,0
106430883,SANTA CLARA VALLEY MEDICAL CENTER,20171,2017-01-01,2017-03-31,Open,Santa Clara,7,431,City/County,Comparable,(408) 885-5000,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,PAUL LORENZ,574,554,381,795,312,1277,2192,6696,2649,8779,9866,21928,7912,39439,101381,102615858,36105771,129841268,180337487,82289317,24575555,80449316,195869816,414623881,0
106231013,MENDOCINO COAST DISTRICT HOSPITAL,20183,2018-07-01,2018-09-30,Open,Mendocino,01 - Northern California,111,District,Comparable,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437,BOB EDWARDS,25,25,17,97,0,4,39,341,0,6,132,7153,0,190,2525,3214493,0,52651,1262329,13323589,0,238150,4231618,13866901,0
106490964,HEALDSBURG DISTRICT HOSPITAL,20181,2018-01-01,2018-03-31,Open,Sonoma,3,401,District,Comparable,707-431-6500,1375 UNIVERSITY STREET,HEALDSBURG,95448,JOSEPH HARRINGTON,42,38,27,137,8,7,41,971,58,112,927,4885,674,151,1953,5281209,419258,528816,4363982,7028245,849071,285056,3425358,12939007,0
106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,20172,2017-04-01,2017-06-30,Open,Los Angeles,11,927,Non Profit Other,Comparable,(310) 267-9315,150 MEDICAL PLAZA,LOS ANGELES,90095,JOHN MAZZIOTTA,74,74,74,78,9,55,3,1319,111,709,63,387,50,0,0,5077320,109731,2532553,215881,406980,3629,0,0,18218408,0
106260011,MAMMOTH HOSPITAL,20183,2018-07-01,2018-09-30,Open,Mono,12 - Inland Counties,1205,District,Comparable,760-924-4104,85 SIERRA PARK ROAD,MAMMOTH LAKES,93546,GARY MYERS,17,17,17,54,6,26,23,157,20,59,64,4643,599,1738,2004,3899714,230761,1549471,1296554,3856089,566650,1415916,3559421,17771718,0
106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,20202,2020-04-01,2020-06-30,OPEN,Los Angeles,11 - Los Angeles,927,Non Profit Corp.,Comparable,310-448-7800,4650 LINCOLN BOULEVARD,MARINA DEL REY,90292,JEFF SMITH,103,103,75,360,147,91,76,1953,788,401,345,1137,437,610,1569,38419838,14310735,7344882,6509531,8942404,3843284,3555621,8647667,34037760,0
106190958,METROPOLITAN STATE HOSPITAL,20164,2016-10-01,2016-12-31,Open,Los Angeles,11,921,State,State Hospitals,(562) 863-7011,11401 BLOOMFIELD AVENUE,NORWALK,90650,WILLIAM SILVA,1054,826,826,101,0,0,0,36251,0,0,0,0,0,0,0,25126236,0,0,0,0,0,0,0,52690870,0
106010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,20172,2017-04-01,2017-06-30,Closed,Alameda,5,417,Non Profit Corp.,Comparable,(510) 653-5040,390 40TH STREET,OAKLAND,94609,THOMAS BONAS,50,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247497,0
106121051,REDWOOD MEMORIAL HOSPITAL,20183,2018-07-01,2018-09-30,Open,Humboldt,01 - Northern California,107,Church,Comparable,707-445-8121,3300 RENNER DRIVE,FORTUNA,95540,"ROBERTA LUSKIN-HAWK, MD",35,25,25,122,4,14,77,658,19,40,231,4410,255,203,3056,9486532,358350,736071,3478960,14875272,787424,952970,10230516,10629000,0
106301357,FOOTHILL REGIONAL MEDICAL CENTER,20172,2017-04-01,2017-06-30,Open,Orange,13,1015,Investor - Corp.,Comparable,(714) 619-7700,14662 NEWPORT AVENUE,TUSTIN,92780,DAVID TOPPER,177,177,57,129,238,13,219,661,918,756,2898,85,293,55,335,8446109,12561038,7794657,29910249,501951,2796616,302772,2459332,22043298,0
106404046,SAN LUIS OBISPO COUNTY - PHF,20201,2020-01-01,2020-03-31,OPEN,San Luis Obispo,08 - Mid-Coast,801,City/County,Psychiatric Health Facilities,805-781-4700,2178 JOHNSON AVE,SAN LUIS OBISPO,93401,ANNE ROBIN,16,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560089,0
106150788,ADVENTIST HEALTH BAKERSFIELD,20201,2020-01-01,2020-03-31,OPEN,Kern,09 - Central,617,Non Profit Corp.,Comparable,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,177,797,868,219,911,3865,3411,833,3067,10979,3448,1851,12363,80445952,78507155,14665871,61375148,50417011,37979163,6613442,55188827,105463476,0
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,20194,2019-10-01,2019-12-31,OPEN,Stanislaus,06 - North San Joaquin,511,Investor - Corp.,Comparable,209-857-3300,1303 MABLE AVE,MODESTO,95355,SETH ROGERS,50,50,33,116,8,11,30,1427,103,229,369,0,0,0,0,3860056,257523,561404,997019,0,0,0,0,4641495,0
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,20182,2018-04-01,2018-06-30,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,213-748-2411,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,MARGARET PETERSEN,318,243,212,301,390,985,2683,1522,1463,4398,9110,1120,1017,4615,14331,24724761,20784732,54400572,123843253,8730947,6622668,21506366,74545357,112484290,0
106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,20184,2018-10-01,2018-12-31,Open,Los Angeles,11 - Los Angeles,913,Non Profit Corp.,Comparable,626-256-4673,1500 DUARTE ROAD,DUARTE,91010,ROBERT STONE,217,217,217,542,41,222,92,5653,498,3333,981,18353,1052,3676,2391,138118623,16335035,72344627,19855012,230171316,20353501,44474149,26274260,310272819,0
106150782,RIDGECREST REGIONAL HOSPITAL,20182,2018-04-01,2018-06-30,Open,Kern,09 - Central,621,Non Profit Corp.,Comparable,760-466-3551,1081 NORTH CHINA LAKE BOULEVARD.,RIDGECREST,93555,JAMES SUVER,150,150,81,170,0,90,23,690,0,268,71,6290,0,4391,943,7353368,0,6480354,567818,17209323,0,12087369,1429386,29244928,0
106392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,20171,2017-01-01,2017-03-31,Open,San Joaquin,6,507,Non Profit Corp.,Comparable,(209) 461-2000,2510 NORTH CALIFORNIA STREET,STOCKTON,95204,PAUL RAINS,35,35,35,180,58,0,0,1562,396,0,0,148,52,0,0,4418029,1200277,0,0,74535,26126,0,0,4552098,58559
106400683,ATASCADERO STATE HOSPITAL,20202,2020-04-01,2020-06-30,OPEN,San Luis Obispo,08 - Mid-Coast,801,State,State Hospitals,805-468-2000,10333 EL CAMINO REAL,ATASCADERO,93422,JON MORALES,1275,1106,1106,14,0,0,0,86473,0,0,0,0,0,0,0,47055815,0,0,0,0,0,0,0,74950477,0
106331326,SAN GORGONIO MEMORIAL HOSPITAL,20171,2017-01-01,2017-03-31,Open,Riverside,12,1107,District,Comparable,(951) 845-1121,600 N. HIGHLAND SPRINGS AVENUE,BANNING,92220,MARK TURNER,79,79,79,202,238,39,225,947,1094,137,789,1062,1845,928,5887,8083691,10144560,987696,6708761,6684944,11620034,2195544,16527008,22115395,0
106184008,BANNER LASSEN MEDICAL CENTER,20194,2019-10-01,2019-12-31,OPEN,Lassen,01 - Northern California,213,Non Profit Corp.,Comparable,530-252-2000,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,SANDY DUGGER,25,25,25,90,0,71,0,399,0,190,0,2591,31,1969,0,2353274,0,1736499,0,5488600,135569,4081174,0,9377973,1352609
106040802,ORCHARD HOSPITAL,20181,2018-01-01,2018-03-31,Open,Butte,1,221,Non Profit Corp.,Comparable,530-846-5671,240 SPRUCE STREET,GRIDLEY,95948,WADE STURGEON,45,45,34,38,0,43,0,1183,0,1321,0,6511,0,7262,0,983879,0,1097401,0,4577363,0,5105508,0,6031946,834845
106340947,MERCY GENERAL HOSPITAL,20193,2019-07-01,2019-09-30,Open,Sacramento,02 - Golden Empire,311,Church,Comparable,916-453-4545,4001 J STREET,SACRAMENTO,95819,EDMUNDO CASTANEDA,419,305,190,971,732,192,790,4732,3220,848,3205,5533,3782,1131,6649,164058700,132101487,18580901,77822601,69577554,36849466,6923181,43929228,148375262,0
