facility_id,position,productive_hours,productive_hours_per_patient
106190110,Other,12236,0.17
106374049,Education Cost Centers,0,0.0
106560473,Licensed Vocational Nurse,43440,0.57
106332172,Administrative Services Cost Centers,43228,3.53
106105029,Daily Cost Centers,155289,11.22
106100005,Registered Nurse,482429,8.39
106121031,Ancillary Cost Centers,10618,0.71
106380865,Ancillary Cost Centers,120147,0.4
106304079,Ambulatory Cost Centers,0,0.0
106342392,Registered Nurse,72395,1.84
106244027,Ambulatory Cost Centers,0,0.0
106220733,Other,155,0.0
106190431,Registered Nurse,840794,16.18
106491001,Aides & Orderlies,79774,3.98
106514030,Licensed Vocational Nurse,0,0.0
106340951,Environmental & Food Services,178611,1.28
106364144,Administrative Services Cost Centers,87696,2.4
106301234,Management & Supervision,42229,1.76
106196404,Contracted Other,446,0.0
106270875,Clerical & Other Administrative,597735,8.09
106504038,Education Cost Centers,0,0.0
106190170,Environmental & Food Services,271319,2.07
106196035,Education Cost Centers,0,0.0
106160702,Ambulatory Cost Centers,40407,5.93
106334018,Environmental & Food Services,0,0.0
106314024,Other,1565747,23.78
106554011,Fiscal Services Cost Centers,158038,1.84
106190636,Environmental & Food Services,266833,1.74
106301234,Other,7294,0.31
106370714,Environmental & Food Services,68566,0.4
106380939,Contracted Registry Nursing,39349,0.18
106504038,Other,15464,3.56
106430905,Technician & Specialist,2557254,11.2
106130760,Administrative Services Cost Centers,132940,3.33
106304460,Daily Cost Centers,193317,19.02
106301380,Other,0,0.0
106014034,Registered Nurse,104152,2.95
106420483,Aides & Orderlies,89685,3.6
106400683,Daily Cost Centers,0,0.0
106090793,Management & Supervision,84840,1.44
106361343,Other,14800,0.14
106361323,Ambulatory Cost Centers,143153,1.4
106560501,Aides & Orderlies,63694,1.42
106040937,Licensed Vocational Nurse,75066,1.09
106361166,Registered Nurse,198781,10.91
106560203,Environmental & Food Services,39491,1.67
106190184,Environmental & Food Services,0,0.0
106531059,Contracted Registry Nursing,4940,0.22
106400480,Contracted Other,19065,0.73
106190323,Ancillary Cost Centers,900544,6.06
106560481,Contracted Registry Nursing,23393,0.23
106190696,Management & Supervision,61184,1.04
106370782,Registered Nurse,2406432,8.66
106380929,Education Cost Centers,518455,2.04
106381154,Contracted Other,39485,0.14
106190525,Registered Nurse,1306436,8.41
106301297,Administrative Services Cost Centers,77441,3.04
106190541,Education Cost Centers,0,0.0
106150761,Environmental & Food Services,163323,1.94
106344114,Daily Cost Centers,0,0.0
106141338,Registered Nurse,9487,0.4
106341006,Fiscal Services Cost Centers,528880,2.03
106190243,Licensed Vocational Nurse,29125,0.41
106304079,Contracted Registry Nursing,3529,0.24
106040875,Technician & Specialist,376728,8.36
106331293,Administrative Services Cost Centers,246493,4.72
106154022,Daily Cost Centers,170263,8.17
106231396,Daily Cost Centers,168151,5.04
106010856,Administrative Services Cost Centers,1466917,20.95
106260011,Management & Supervision,69334,16.13
106070988,Environmental & Food Services,266246,2.29
106190517,Fiscal Services Cost Centers,80362,1.04
106344029,Ambulatory Cost Centers,83380,2.72
106300032,Registered Nurse,729923,8.25
106190756,Technician & Specialist,552577,7.34
106531059,Fiscal Services Cost Centers,36493,1.61
106194967,Ancillary Cost Centers,0,0.0
106392287,Contracted Registry Nursing,3581,0.13
106560525,Daily Cost Centers,567657,12.72
106404046,Fiscal Services Cost Centers,0,0.0
106560481,Aides & Orderlies,401774,4.13
106190631,Daily Cost Centers,1199192,9.12
106281078,Contracted Other,11674,0.34
106371256,Registered Nurse,809730,13.28
106190818,Fiscal Services Cost Centers,83859,1.61
106191216,Other,658,0.07
106491267,Registered Nurse,0,0.0
106400524,Ancillary Cost Centers,338686,9.26
106190137,Ambulatory Cost Centers,33032,1.03
106374084,Daily Cost Centers,91419,10.77
106344017,Ambulatory Cost Centers,40522,1.76
106420491,Fiscal Services Cost Centers,40486,0.43
106190470,Management & Supervision,254283,1.89
106391042,Clerical & Other Administrative,563538,5.41
106400683,Administrative Services Cost Centers,0,0.0
106491064,Daily Cost Centers,732951,9.31
106121080,Contracted Other,58344,1.02
106301262,Ancillary Cost Centers,933270,6.94
106362041,Ancillary Cost Centers,162928,1.91
106514037,Education Cost Centers,0,0.0
106330120,Aides & Orderlies,0,0.0
106010937,Fiscal Services Cost Centers,152539,1.47
106540734,Other,174738,0.79
106390846,Contracted Registry Nursing,17604,0.31
106540798,Ambulatory Cost Centers,154740,2.01
106190796,Technician & Specialist,3071488,13.83
106301098,Ancillary Cost Centers,674337,8.43
106434138,Ambulatory Cost Centers,66262,2.84
106320986,Registered Nurse,40659,6.29
106374084,Aides & Orderlies,24832,2.93
106194981,Clerical & Other Administrative,2916,0.51
106190547,Aides & Orderlies,25360,0.98
106331216,Contracted Other,2307,0.06
106190034,Other,147476,1.1
106100745,Technician & Specialist,7435,0.64
106190315,Aides & Orderlies,127496,1.77
106190529,Registered Nurse,844624,8.07
106304460,Ancillary Cost Centers,213590,21.01
106364144,Contracted Registry Nursing,7403,0.2
106434051,Ancillary Cost Centers,25754,2.9
106361308,Other,0,0.0
106434218,Administrative Services Cost Centers,0,0.0
106100005,Ambulatory Cost Centers,163497,2.77
106370771,Education Cost Centers,4160,0.04
106190525,General Services Cost Centers,883077,5.6
106342344,Administrative Services Cost Centers,377263,9.12
106320986,Technician & Specialist,72329,12.18
106370730,Management & Supervision,0,0.0
106190380,Other,19013,0.47
106190066,Contracted Other,0,0.0
106540798,General Services Cost Centers,291993,3.74
106364231,Registered Nurse,1333031,7.63
106121031,Education Cost Centers,0,0.0
106500867,Ancillary Cost Centers,433816,2.89
106190148,Ambulatory Cost Centers,201766,2.41
106190280,Management & Supervision,37377,1.48
106150808,Contracted Registry Nursing,3018,0.06
106560501,Other,15134,0.34
106370787,Education Cost Centers,0,0.0
106196168,Environmental & Food Services,81165,0.79
106331293,Administrative Services Cost Centers,254524,4.53
106190521,Fiscal Services Cost Centers,113000,1.73
106190568,Contracted Registry Nursing,30354,0.28
106084001,Environmental & Food Services,71803,3.37
106301140,General Services Cost Centers,73268,2.68
106190681,Technician & Specialist,10862,11.43
106190232,Daily Cost Centers,251905,5.41
106500967,Licensed Vocational Nurse,27634,0.24
106334018,Contracted Registry Nursing,24771,1.04
106014050,Ambulatory Cost Centers,80656,1.18
106301379,Technician & Specialist,305276,7.22
106434040,Licensed Vocational Nurse,7982,0.08
106301127,Licensed Vocational Nurse,53236,2.33
106391056,Technician & Specialist,197145,5.71
106364231,Contracted Other,28644,0.15
106154160,Fiscal Services Cost Centers,0,0.0
106281047,Daily Cost Centers,517035,7.78
106190020,Other,50537,1.61
106344011,Technician & Specialist,0,0.0
106301304,Fiscal Services Cost Centers,5899,0.57
106332172,Ambulatory Cost Centers,3619,0.3
106190392,Ambulatory Cost Centers,157113,1.62
106340951,Other,77082,0.56
106491338,Licensed Vocational Nurse,0,0.0
106070990,Clerical & Other Administrative,0,0.0
106190696,Other,29277,0.47
106491001,Clerical & Other Administrative,116134,6.21
106230949,Licensed Vocational Nurse,1631,0.17
106190232,Administrative Services Cost Centers,66996,1.39
106410782,Ancillary Cost Centers,252554,0.93
106454012,Ambulatory Cost Centers,7653,0.27
106301380,Fiscal Services Cost Centers,32280,0.89
106190673,Clerical & Other Administrative,91791,5.05
106331293,Other,66984,1.19
106150706,Contracted Other,0,0.0
106560492,Ancillary Cost Centers,631083,6.16
106440755,Licensed Vocational Nurse,31556,0.37
106301188,Registered Nurse,328028,5.43
106270744,Management & Supervision,75664,1.0
106400524,Ancillary Cost Centers,316727,9.84
106430883,Daily Cost Centers,2361287,10.65
106370755,Education Cost Centers,0,0.0
106190315,Ancillary Cost Centers,405629,5.48
106191227,Ambulatory Cost Centers,1284139,7.35
106430883,Registered Nurse,1939402,8.77
106370744,Management & Supervision,367480,2.01
106430705,Ambulatory Cost Centers,174414,2.16
106430705,Fiscal Services Cost Centers,14548,0.19
106540798,Daily Cost Centers,454826,5.72
106370705,Daily Cost Centers,176500,3.16
106301155,Administrative Services Cost Centers,78181,1.79
106190148,Technician & Specialist,798546,9.1
106281078,Licensed Vocational Nurse,30076,0.88
106560838,Daily Cost Centers,38724,4.82
106440755,Education Cost Centers,0,0.0
106370730,Contracted Registry Nursing,122865,1.42
106571086,Daily Cost Centers,198710,4.84
106190468,Ancillary Cost Centers,164960,3.54
106100717,General Services Cost Centers,1134465,3.48
106010937,Administrative Services Cost Centers,253656,2.47
106334018,Technician & Specialist,130378,6.97
106121080,Contracted Registry Nursing,52463,0.92
106190630,Licensed Vocational Nurse,57479,0.4
106500967,General Services Cost Centers,123412,0.97
106104089,Contracted Other,0,0.0
106361110,Contracted Other,0,0.0
106331288,Environmental & Food Services,23529,2.25
106350784,Environmental & Food Services,97001,1.05
106014050,Ambulatory Cost Centers,79813,1.19
106260011,Daily Cost Centers,42228,8.58
106190784,Management & Supervision,65135,2.72
106190429,Technician & Specialist,0,0.0
106014207,Education Cost Centers,0,0.0
106380939,Contracted Other,5967,0.03
106190758,Aides & Orderlies,213117,1.89
106301140,Ambulatory Cost Centers,65393,2.38
106361166,Environmental & Food Services,57565,3.37
106190382,Daily Cost Centers,1014398,8.32
106220733,Ambulatory Cost Centers,101256,2.25
106450949,Ambulatory Cost Centers,380737,4.52
106190762,Aides & Orderlies,105766,1.38
106141338,Fiscal Services Cost Centers,24065,0.92
106321016,Administrative Services Cost Centers,25165,0.97
106010782,Daily Cost Centers,80570,7.72
106390923,Ancillary Cost Centers,407180,6.92
106400480,Environmental & Food Services,76292,2.99
106370744,Environmental & Food Services,183498,0.97
106190323,Contracted Other,15537,0.11
106190555,Daily Cost Centers,3889856,10.45
106154022,Fiscal Services Cost Centers,5065,0.24
106190818,Technician & Specialist,269672,4.86
106190432,Ambulatory Cost Centers,8,0.0
106551061,Management & Supervision,3972,0.27
106196405,Education Cost Centers,0,0.0
106400683,Fiscal Services Cost Centers,0,0.0
106491267,Environmental & Food Services,0,0.0
106490919,Clerical & Other Administrative,161641,4.31
106190392,Management & Supervision,226029,2.23
106334068,Environmental & Food Services,68657,0.73
106231396,General Services Cost Centers,162766,5.09
106190053,Management & Supervision,155698,1.92
106034002,Environmental & Food Services,54364,3.28
106190524,Daily Cost Centers,441834,7.99
106311000,General Services Cost Centers,373195,2.98
106340913,Technician & Specialist,0,0.0
106301317,Daily Cost Centers,1043247,9.78
106301188,Ambulatory Cost Centers,92683,1.46
106124004,General Services Cost Centers,0,0.0
106150808,Administrative Services Cost Centers,44066,0.89
106010987,Technician & Specialist,715216,8.93
106196405,Contracted Registry Nursing,43546,0.82
106361105,Other,0,0.0
106260011,Technician & Specialist,119757,27.86
106190392,Ancillary Cost Centers,723371,8.84
106434051,Aides & Orderlies,33725,3.93
106434051,Daily Cost Centers,90452,10.19
106454013,Ancillary Cost Centers,24875,10.88
106231013,Ancillary Cost Centers,102610,6.46
106420491,Aides & Orderlies,124830,1.42
106150706,Technician & Specialist,243312,4.69
106190184,Management & Supervision,37917,0.55
106410782,Ambulatory Cost Centers,646597,2.38
106190681,Fiscal Services Cost Centers,22382,34.7
106392232,General Services Cost Centers,29265,2.17
106171395,Ambulatory Cost Centers,91245,5.22
106190429,Ambulatory Cost Centers,31035,0.23
106190762,Licensed Vocational Nurse,33339,0.44
106420483,Daily Cost Centers,183067,7.21
106194981,Environmental & Food Services,0,0.0
106370875,Management & Supervision,93119,0.68
106450949,Fiscal Services Cost Centers,85451,1.01
106040875,Contracted Registry Nursing,0,0.0
106260011,Licensed Vocational Nurse,5302,1.06
106190049,Ancillary Cost Centers,84198,3.65
106380857,Management & Supervision,0,0.0
106190587,Aides & Orderlies,64300,1.17
106500967,Clerical & Other Administrative,116639,0.88
106470871,Clerical & Other Administrative,62395,7.13
106374084,Environmental & Food Services,13117,1.55
106310791,Registered Nurse,239727,9.89
106410852,Daily Cost Centers,609679,4.33
106420522,Environmental & Food Services,9538,2.19
106330120,Other,2183,0.06
106190307,Clerical & Other Administrative,161999,4.73
106364188,Ambulatory Cost Centers,17788,0.83
106141273,Environmental & Food Services,63641,6.94
106190431,Other,1367694,26.16
106190317,Contracted Registry Nursing,3621,0.15
106301098,Aides & Orderlies,133705,1.61
106380868,Registered Nurse,27437,2.29
106341051,Other,176725,0.82
106301317,Licensed Vocational Nurse,4125,0.04
106370721,Administrative Services Cost Centers,40860,2.59
106430883,Administrative Services Cost Centers,572407,2.59
106210992,Other,1103496,60.29
106540816,Management & Supervision,100438,2.6
106150736,Daily Cost Centers,806734,9.56
106010856,Fiscal Services Cost Centers,72532,0.92
106361768,Contracted Registry Nursing,0,0.0
106190500,Education Cost Centers,0,0.0
106364188,Technician & Specialist,139144,7.18
106070988,Other,72159,0.64
106190587,Technician & Specialist,157691,4.08
106361266,Daily Cost Centers,64079,2.16
106560501,Contracted Other,3979,0.09
106301317,Licensed Vocational Nurse,3768,0.04
106301380,Technician & Specialist,126777,3.64
106190148,Licensed Vocational Nurse,54357,0.64
106231396,Clerical & Other Administrative,292987,10.53
106190631,Management & Supervision,322620,2.05
106014233,Fiscal Services Cost Centers,48922,0.82
106094002,Environmental & Food Services,0,0.0
106104089,Contracted Other,0,0.0
106190552,Daily Cost Centers,244551,0.62
106013619,Ambulatory Cost Centers,81761,4.3
106190380,Ancillary Cost Centers,386704,3.83
106301140,Ancillary Cost Centers,127595,4.2
106334068,Administrative Services Cost Centers,240356,2.89
106370977,Clerical & Other Administrative,172102,1.58
106400524,Other,10790,0.34
106231396,Aides & Orderlies,69179,2.49
106220733,Aides & Orderlies,58510,1.53
106190673,Administrative Services Cost Centers,58916,2.72
106370780,Fiscal Services Cost Centers,223635,2.11
106190883,Administrative Services Cost Centers,88566,1.8
106100005,Technician & Specialist,263037,4.47
106190148,Administrative Services Cost Centers,207291,2.36
106380965,Clerical & Other Administrative,209263,3.77
106344035,General Services Cost Centers,46822,3.89
106190524,Management & Supervision,79081,1.77
106430905,Technician & Specialist,2557254,11.2
106105029,Ambulatory Cost Centers,29861,2.16
106044006,Aides & Orderlies,0,0.0
106380939,Ambulatory Cost Centers,855467,3.87
106190392,Environmental & Food Services,66331,0.82
106391010,Fiscal Services Cost Centers,185488,3.33
106301127,Registered Nurse,86236,3.09
106560501,Daily Cost Centers,171209,3.64
106190696,Technician & Specialist,165427,2.65
106204019,Education Cost Centers,10485,0.09
106301317,Contracted Other,13270,0.13
106370721,Other,0,0.0
106380929,Technician & Specialist,2363282,9.3
106010858,Technician & Specialist,0,0.0
106220733,Ancillary Cost Centers,36434,0.95
106121002,Contracted Other,0,0.0
106190232,Registered Nurse,65867,1.61
106190541,Clerical & Other Administrative,29268,3.07
106560501,Other,7861,0.17
106434153,Technician & Specialist,0,0.0
106090933,Ancillary Cost Centers,380359,6.79
106450936,Licensed Vocational Nurse,18631,0.28
106154147,Contracted Registry Nursing,0,0.0
106370694,Clerical & Other Administrative,1092508,4.82
106370755,Clerical & Other Administrative,504895,2.89
106154022,Licensed Vocational Nurse,33717,1.71
106090793,Management & Supervision,89672,1.62
106331216,Registered Nurse,396626,9.44
106190305,Ancillary Cost Centers,79368,2.9
106121031,Daily Cost Centers,41329,2.76
106100899,Clerical & Other Administrative,751172,4.83
106190500,Other,24367,1.16
106104023,Licensed Vocational Nurse,25271,1.22
106190317,Fiscal Services Cost Centers,11800,0.42
106074017,Registered Nurse,281565,9.87
106370759,Management & Supervision,80141,1.15
106190232,Contracted Other,0,0.0
106331168,Management & Supervision,264369,2.2
106551061,Fiscal Services Cost Centers,1304,0.09
106304079,Clerical & Other Administrative,27120,1.78
106274043,Daily Cost Centers,444429,9.32
106084001,General Services Cost Centers,151058,7.53
106191306,Ancillary Cost Centers,535473,7.56
106374049,Aides & Orderlies,8,0.0
106154101,Aides & Orderlies,63440,2.87
106560508,Ancillary Cost Centers,223957,5.15
106430763,Licensed Vocational Nurse,56919,0.45
106560473,Fiscal Services Cost Centers,59577,0.76
106050932,Other,31813,3.15
106500939,Registered Nurse,1369693,10.25
106190552,Management & Supervision,97630,0.25
106380842,General Services Cost Centers,300718,1.93
106154147,Fiscal Services Cost Centers,0,0.0
106150761,Licensed Vocational Nurse,26512,0.36
106190125,Environmental & Food Services,214566,2.2
106374024,Contracted Registry Nursing,0,0.0
106331168,Contracted Registry Nursing,28178,0.26
106010887,General Services Cost Centers,65502,4.02
106361246,Ancillary Cost Centers,4193163,14.23
106190305,Clerical & Other Administrative,20288,0.74
106190429,Contracted Registry Nursing,200648,1.54
106100899,Other,310915,1.95
106430705,Clerical & Other Administrative,151800,1.97
106444013,Registered Nurse,327046,10.31
106190110,Aides & Orderlies,110417,1.4
106190568,Other,92278,0.78
106420491,Other,3800,0.04
106190500,Other,92,0.0
106364231,Daily Cost Centers,1438537,8.57
106381154,Administrative Services Cost Centers,899995,3.25
106370759,Contracted Other,0,0.0
106344017,Environmental & Food Services,25873,1.17
106490964,Fiscal Services Cost Centers,59260,2.44
106334068,Licensed Vocational Nurse,7280,0.09
106301304,Education Cost Centers,0,0.0
106034002,Administrative Services Cost Centers,42659,2.57
106190687,Education Cost Centers,54310,0.58
106430779,Fiscal Services Cost Centers,14600,0.13
106281047,Licensed Vocational Nurse,9428,0.15
106430837,Daily Cost Centers,720106,7.92
106190240,Registered Nurse,492350,8.73
106191450,Contracted Registry Nursing,22779,0.49
106270744,Ancillary Cost Centers,723229,9.43
106361144,Registered Nurse,248167,11.14
106070924,Ancillary Cost Centers,514134,5.58
106190541,Licensed Vocational Nurse,7062,1.39
106300225,Ambulatory Cost Centers,85833,1.24
106040962,General Services Cost Centers,348561,3.41
106190382,Education Cost Centers,5223,0.04
106190125,Aides & Orderlies,136739,1.38
106301357,Technician & Specialist,114398,7.55
106344170,Administrative Services Cost Centers,8689,1.54
106190475,Fiscal Services Cost Centers,53193,1.93
106440755,Technician & Specialist,568818,6.81
106481015,Licensed Vocational Nurse,24758,1.06
106361339,Contracted Other,27382,0.29
106380939,Technician & Specialist,1001242,4.56
106301097,Ancillary Cost Centers,98334,4.93
106190429,Management & Supervision,0,0.0
106301340,Technician & Specialist,1527954,9.99
106554011,Technician & Specialist,435192,4.28
106301234,Environmental & Food Services,61106,2.76
106434051,Management & Supervision,5902,0.64
106361768,Ambulatory Cost Centers,0,0.0
106190034,Environmental & Food Services,320611,2.44
106331216,Management & Supervision,69448,1.74
106190159,Contracted Registry Nursing,9234,0.41
106344114,Clerical & Other Administrative,0,0.0
106070924,Other,464823,4.87
106160702,Contracted Registry Nursing,1907,0.22
106380857,Environmental & Food Services,0,0.0
106380965,Contracted Other,47240,0.77
106341006,Aides & Orderlies,521730,2.19
106374049,General Services Cost Centers,2516,0.37
106434138,Contracted Other,34155,1.54
106481357,Administrative Services Cost Centers,189568,3.15
106430779,Ambulatory Cost Centers,174486,1.52
106434040,Contracted Registry Nursing,96966,0.9
106190432,Clerical & Other Administrative,0,0.0
106370780,Licensed Vocational Nurse,34131,0.29
106361343,Management & Supervision,165918,1.93
106450949,Contracted Other,3087,0.04
106014207,Ancillary Cost Centers,0,0.0
106400524,Licensed Vocational Nurse,0,0.0
106190859,Registered Nurse,523477,8.95
106430905,Education Cost Centers,2302448,8.91
106190958,Licensed Vocational Nurse,0,0.0
106340947,Ambulatory Cost Centers,128589,1.15
106094002,Technician & Specialist,0,0.0
106121051,Daily Cost Centers,88333,7.27
106190150,Aides & Orderlies,8840,0.16
106304426,Contracted Registry Nursing,0,0.0
106301262,Technician & Specialist,643803,6.48
106404046,Technician & Specialist,0,0.0
106491338,Technician & Specialist,66829,6.76
106380965,Environmental & Food Services,138064,2.41
106374024,Registered Nurse,54494,1.78
106190170,Aides & Orderlies,366056,2.99
106364188,Licensed Vocational Nurse,49519,2.56
106420493,Contracted Other,120458,0.94
106013619,Contracted Other,1401,0.19
106541123,Management & Supervision,0,0.0
106130760,Clerical & Other Administrative,214050,4.77
106340951,Administrative Services Cost Centers,128043,0.95
106540816,Ambulatory Cost Centers,169874,4.09
106090793,Licensed Vocational Nurse,8682,0.16
106370730,Daily Cost Centers,1741832,17.49
106571086,Ancillary Cost Centers,284490,7.09
106190232,General Services Cost Centers,75776,1.68
106010805,Clerical & Other Administrative,376872,4.31
106390923,Registered Nurse,474373,8.96
106332172,Aides & Orderlies,22264,1.85
106370787,Fiscal Services Cost Centers,24935,0.75
106010858,Clerical & Other Administrative,0,0.0
106100697,Contracted Other,6846,0.11
106190317,General Services Cost Centers,90502,3.64
106381154,Aides & Orderlies,715774,2.58
106074097,Daily Cost Centers,493303,19.4
106190525,Contracted Registry Nursing,14076,0.09
106301234,Registered Nurse,171687,8.0
106190524,Fiscal Services Cost Centers,79466,1.44
106380965,Licensed Vocational Nurse,19184,0.36
106380965,Registered Nurse,429171,6.98
106370755,Ambulatory Cost Centers,445316,2.81
106490964,Aides & Orderlies,76879,3.57
106394009,Fiscal Services Cost Centers,37623,1.06
106364121,Environmental & Food Services,21194,1.29
106150775,Aides & Orderlies,107230,3.96
106281266,Administrative Services Cost Centers,0,0.0
106301205,Aides & Orderlies,561371,2.71
106344029,Contracted Other,17943,0.52
106491338,Contracted Other,8630,1.04
106370759,Ambulatory Cost Centers,163852,2.36
106374084,Contracted Registry Nursing,543,0.13
106281266,Other,0,0.0
106010735,Licensed Vocational Nurse,44479,0.46
106380960,General Services Cost Centers,259988,4.86
106301175,Registered Nurse,1049658,9.11
106010805,Ambulatory Cost Centers,221808,2.54
106190053,Daily Cost Centers,576871,7.41
106100797,Daily Cost Centers,85183,5.75
106370749,Ancillary Cost Centers,0,0.0
106044006,Clerical & Other Administrative,0,0.0
106150737,Technician & Specialist,36773,0.68
106231396,Technician & Specialist,223991,8.07
106361458,Clerical & Other Administrative,22643,4.5
106361246,Contracted Registry Nursing,75975,0.27
106190541,Environmental & Food Services,23754,2.49
106190524,Licensed Vocational Nurse,59711,1.25
106370977,Licensed Vocational Nurse,43476,0.4
106260011,Aides & Orderlies,24237,5.08
106184008,Environmental & Food Services,37456,3.06
106191231,Management & Supervision,404824,3.29
106171049,Daily Cost Centers,94762,4.35
106364144,Daily Cost Centers,360655,9.87
106044006,General Services Cost Centers,0,0.0
106560492,Daily Cost Centers,922781,8.24
106560473,Licensed Vocational Nurse,43440,0.57
106150706,Administrative Services Cost Centers,147046,2.83
106430705,Technician & Specialist,373500,4.65
106220733,Ambulatory Cost Centers,101256,2.25
106010937,Fiscal Services Cost Centers,67389,0.76
106301097,General Services Cost Centers,90844,4.55
106214034,Licensed Vocational Nurse,1634,0.12
106391042,Administrative Services Cost Centers,347659,2.93
106150761,Aides & Orderlies,258352,3.48
106196403,Technician & Specialist,73017,1.05
106150706,Administrative Services Cost Centers,154278,3.18
106371256,Aides & Orderlies,127944,2.29
106281047,General Services Cost Centers,303541,4.74
106190958,General Services Cost Centers,0,0.0
106344035,Aides & Orderlies,25410,2.33
106301209,General Services Cost Centers,123256,5.16
106380960,Fiscal Services Cost Centers,56672,1.08
106490919,Ambulatory Cost Centers,108921,2.73
106190517,Clerical & Other Administrative,273401,3.54
106190148,Administrative Services Cost Centers,223737,2.67
106281047,Registered Nurse,661671,9.28
106304045,Ambulatory Cost Centers,117321,3.73
106190315,Licensed Vocational Nurse,40437,0.56
106334457,Licensed Vocational Nurse,5629,1.21
106190455,Clerical & Other Administrative,74456,2.03
106420483,Environmental & Food Services,68981,2.77
106361246,Environmental & Food Services,1128283,4.0
106201281,Other,25910,0.57
106291053,Licensed Vocational Nurse,9863,0.25
106190256,Licensed Vocational Nurse,56187,1.65
106370721,Management & Supervision,66516,3.65
106074039,Environmental & Food Services,23807,1.11
106571086,General Services Cost Centers,212217,5.29
106564121,Environmental & Food Services,4255,0.86
106141338,Clerical & Other Administrative,38606,1.61
106434138,Technician & Specialist,167317,7.57
106560203,Licensed Vocational Nurse,39189,1.66
106370782,Fiscal Services Cost Centers,419474,1.8
106331216,Licensed Vocational Nurse,10380,0.25
106410804,Daily Cost Centers,485902,14.47
106191231,General Services Cost Centers,506451,4.12
106491001,Contracted Registry Nursing,5819,0.31
106304426,Contracted Other,0,0.0
106190534,Fiscal Services Cost Centers,90548,2.12
106410852,Ambulatory Cost Centers,239592,1.87
106560203,Education Cost Centers,0,0.0
106100899,Environmental & Food Services,338406,2.03
106331326,Contracted Registry Nursing,13488,0.46
106380865,Daily Cost Centers,1360473,4.76
106334068,Environmental & Food Services,75092,0.81
106491338,Environmental & Food Services,27188,2.75
106560492,Education Cost Centers,0,0.0
106490919,Contracted Registry Nursing,4452,0.13
106540734,Contracted Registry Nursing,23813,0.11
106301262,Environmental & Food Services,318939,2.37
106301380,Contracted Registry Nursing,0,0.0
106191231,Management & Supervision,405263,3.83
106400466,Environmental & Food Services,42571,2.01
106190305,Administrative Services Cost Centers,59024,2.12
106454013,Contracted Registry Nursing,0,0.0
106150761,Administrative Services Cost Centers,262119,3.11
106361458,Clerical & Other Administrative,27298,5.07
106484028,Ancillary Cost Centers,0,0.0
106270777,Administrative Services Cost Centers,52676,0.79
106190812,Registered Nurse,887530,9.81
106190176,Clerical & Other Administrative,1020550,9.12
106070990,General Services Cost Centers,1026580,15.38
106391010,Administrative Services Cost Centers,210307,3.61
106361370,Ambulatory Cost Centers,68905,1.9
106191216,Registered Nurse,153259,5.23
106301248,Registered Nurse,553542,8.1
106190455,Ancillary Cost Centers,220583,6.01
106420522,Registered Nurse,33004,7.14
106364050,Licensed Vocational Nurse,45930,1.35
106071018,Fiscal Services Cost Centers,0,0.0
106350784,Fiscal Services Cost Centers,71744,0.78
106571086,Clerical & Other Administrative,174033,4.24
106301098,Ambulatory Cost Centers,131023,1.75
106431506,Licensed Vocational Nurse,44218,0.85
106370977,Technician & Specialist,325916,3.12
106380857,Clerical & Other Administrative,0,0.0
106301097,Other,0,0.0
106560529,Education Cost Centers,0,0.0
106454012,Ambulatory Cost Centers,8282,0.29
106010776,Daily Cost Centers,751832,9.85
106380939,Fiscal Services Cost Centers,425572,1.98
106491001,Fiscal Services Cost Centers,38982,1.84
106010856,Management & Supervision,259614,3.71
106334025,Ambulatory Cost Centers,86654,1.56
106370755,Education Cost Centers,0,0.0
106190534,Management & Supervision,293308,6.87
106301317,Management & Supervision,184886,2.02
106370673,Education Cost Centers,56211,0.4
106100717,Management & Supervision,313129,0.99
106010735,Contracted Registry Nursing,31481,0.58
106191231,Daily Cost Centers,1120615,10.7
106194981,Technician & Specialist,18902,3.32
106321016,General Services Cost Centers,33508,1.31
106301098,Management & Supervision,191840,2.38
106040937,Environmental & Food Services,159784,2.74
106250955,Ambulatory Cost Centers,13052,1.03
106190517,Licensed Vocational Nurse,38246,0.5
106331288,Education Cost Centers,0,0.0
106301379,Other,6743,0.16
106190150,Aides & Orderlies,8840,0.16
106014226,Environmental & Food Services,0,0.0
106231396,Environmental & Food Services,95150,2.85
106334589,Management & Supervision,99812,2.27
106500939,Ancillary Cost Centers,1069056,7.25
106564121,General Services Cost Centers,9129,2.27
106270744,Management & Supervision,80415,1.06
106210993,Contracted Other,9777,0.51
106344017,Ambulatory Cost Centers,18903,0.86
106010987,General Services Cost Centers,519922,6.73
106361110,General Services Cost Centers,46712,0.71
106331288,Aides & Orderlies,11809,1.13
106380939,Contracted Other,63560,0.29
106361768,Administrative Services Cost Centers,0,0.0
106194010,Fiscal Services Cost Centers,8217,0.24
106334068,Registered Nurse,758126,9.12
106010846,Administrative Services Cost Centers,514974,3.04
106410782,Administrative Services Cost Centers,134473,0.48
106410806,Other,1051577,43.13
106390846,Ancillary Cost Centers,497886,7.83
106010776,Daily Cost Centers,784494,9.09
106190521,Contracted Registry Nursing,41724,0.63
106331326,Administrative Services Cost Centers,64056,2.31
106484044,Administrative Services Cost Centers,55150,18.4
106370749,Technician & Specialist,142187,3.56
106370771,Contracted Registry Nursing,3983,0.04
106084001,Technician & Specialist,138497,6.9
