facility_id,position,productive_hours,productive_hours_per_patient
106190307,Registered Nurse,164029,5.16
106474007,Registered Nurse,91978,7.94
106364121,Registered Nurse,139343,10.04
106190053,Contracted Other,36878,0.52
106334025,Education Cost Centers,32152,0.7
106105029,Registered Nurse,163062,11.58
106331293,Ambulatory Cost Centers,138802,2.47
106190017,Clerical & Other Administrative,188444,4.7
106370771,Aides & Orderlies,177581,1.73
106190240,Daily Cost Centers,462300,8.72
106190298,General Services Cost Centers,155419,4.86
106104062,Technician & Specialist,64936,2.67
106190859,Daily Cost Centers,531601,9.89
106190857,Aides & Orderlies,33956,3.07
106190534,Licensed Vocational Nurse,32086,0.68
106190636,Aides & Orderlies,271451,1.7
106190045,Registered Nurse,11615,1.29
106010967,Contracted Registry Nursing,37094,0.67
106364014,General Services Cost Centers,3969,0.11
106404046,Education Cost Centers,0,0.0
106150736,Registered Nurse,691770,8.37
106244027,Ambulatory Cost Centers,0,0.0
106361223,Other,2582607,24.38
106370875,Ancillary Cost Centers,729531,5.53
106040937,Fiscal Services Cost Centers,138111,2.48
106334025,Management & Supervision,0,0.0
106560501,Aides & Orderlies,59492,1.27
106281078,Registered Nurse,287736,8.41
106060870,Fiscal Services Cost Centers,20467,2.2
106392232,Management & Supervision,12428,0.92
106380868,Technician & Specialist,41827,3.48
106190392,Aides & Orderlies,148171,1.52
106410891,Ancillary Cost Centers,427572,9.44
106330120,General Services Cost Centers,58031,1.46
106560529,Other,58931,0.8
106190422,Other,244722,1.55
106010856,Administrative Services Cost Centers,747694,10.0
106301279,Contracted Registry Nursing,101177,0.68
106341006,Administrative Services Cost Centers,1195024,4.95
106410891,Clerical & Other Administrative,149296,3.96
106430705,Other,5677,0.07
106190462,Contracted Registry Nursing,0,0.0
106370744,Other,724833,3.72
106190323,Daily Cost Centers,1343051,9.5
106450936,Environmental & Food Services,74591,1.11
106334048,Daily Cost Centers,357038,18.49
106210992,Management & Supervision,0,0.0
106300225,Administrative Services Cost Centers,215986,3.11
106190462,Administrative Services Cost Centers,57882,3.01
106364144,Technician & Specialist,366472,9.46
106190125,Aides & Orderlies,137511,1.41
106334018,Ancillary Cost Centers,132189,5.38
106420514,Fiscal Services Cost Centers,141785,1.24
106361343,Environmental & Food Services,208990,2.21
106380842,Licensed Vocational Nurse,67975,0.44
106331293,Technician & Specialist,406360,7.95
106220733,Administrative Services Cost Centers,32102,0.71
106230949,Ancillary Cost Centers,129590,13.59
106040962,Aides & Orderlies,516312,4.67
106390923,Administrative Services Cost Centers,193072,3.94
106191227,Aides & Orderlies,559391,3.45
106190323,Management & Supervision,309095,2.08
106370771,Management & Supervision,258832,2.63
106150737,Other,1318,0.02
106121002,Fiscal Services Cost Centers,67778,2.96
106331216,Registered Nurse,398313,9.69
106361144,Daily Cost Centers,245753,10.4
106191014,Administrative Services Cost Centers,0,0.0
106514030,Technician & Specialist,28462,12.02
106454013,Daily Cost Centers,26306,11.51
106560525,Ambulatory Cost Centers,112576,2.85
106191228,Environmental & Food Services,845935,2.81
106190630,Registered Nurse,1417892,9.87
106331293,Environmental & Food Services,97793,1.74
106121031,Education Cost Centers,0,0.0
106321016,Clerical & Other Administrative,47068,1.82
106391042,Administrative Services Cost Centers,344818,3.14
106481015,Education Cost Centers,0,0.0
106150775,Licensed Vocational Nurse,44084,1.9
106361166,Ambulatory Cost Centers,53467,2.67
106250956,Technician & Specialist,42727,0.94
106301155,Registered Nurse,140682,3.46
106454013,Education Cost Centers,0,0.0
106361274,Ambulatory Cost Centers,0,0.0
106191450,Education Cost Centers,38986,0.84
106301258,Other,10001,0.2
106190754,Administrative Services Cost Centers,276493,1.97
106334589,Other,0,0.0
106190034,Environmental & Food Services,352328,2.77
106190949,Fiscal Services Cost Centers,148298,1.87
106400466,Technician & Specialist,132294,5.96
106480989,Education Cost Centers,18447,0.25
106380965,Environmental & Food Services,143254,2.33
106281047,Fiscal Services Cost Centers,126026,1.77
106400524,Environmental & Food Services,14189,0.39
106450936,Ancillary Cost Centers,37126,0.59
106040962,Ambulatory Cost Centers,697361,6.3
106301209,Other,7931,0.33
106010782,Ancillary Cost Centers,0,0.0
106344017,Education Cost Centers,0,0.0
106340950,Registered Nurse,1059912,9.27
106190796,Aides & Orderlies,804290,3.6
106105051,Licensed Vocational Nurse,0,0.0
106160725,Environmental & Food Services,200865,2.59
106141273,Environmental & Food Services,63641,6.94
106190687,Ambulatory Cost Centers,234915,2.42
106190680,Administrative Services Cost Centers,212090,2.18
106380929,Management & Supervision,824213,3.36
106190240,Ambulatory Cost Centers,95143,1.79
106190159,Registered Nurse,144873,7.03
106361339,Registered Nurse,1039184,11.6
106190240,Other,11763,0.21
106481094,Daily Cost Centers,239871,7.17
106084001,Licensed Vocational Nurse,19167,0.9
106362041,Daily Cost Centers,366711,4.3
106191216,Clerical & Other Administrative,229214,6.45
106374024,General Services Cost Centers,62144,2.11
106380929,Fiscal Services Cost Centers,381360,1.67
106362041,Ambulatory Cost Centers,147306,1.73
106420522,Environmental & Food Services,8798,2.25
106361458,Daily Cost Centers,21172,4.64
106361323,Registered Nurse,554956,5.26
106301304,Clerical & Other Administrative,16549,1.55
106361458,Education Cost Centers,0,0.0
106260011,Licensed Vocational Nurse,3488,0.73
106380965,Technician & Specialist,376209,6.12
106191306,Daily Cost Centers,814619,11.49
106190552,Management & Supervision,101246,0.32
106190766,Technician & Specialist,139516,6.93
106040937,Environmental & Food Services,162004,2.56
106190280,Ambulatory Cost Centers,32970,1.29
106400548,Education Cost Centers,0,0.0
106560525,Fiscal Services Cost Centers,109763,2.78
106564121,Contracted Registry Nursing,356,0.09
106190170,Management & Supervision,754891,6.11
106104089,Education Cost Centers,0,0.0
106194219,General Services Cost Centers,369453,4.84
106190949,Education Cost Centers,0,0.0
106190524,Ancillary Cost Centers,114705,2.43
106470871,Daily Cost Centers,50227,5.74
106191231,Management & Supervision,405263,3.83
106190176,Administrative Services Cost Centers,602588,5.39
106521041,Technician & Specialist,171554,8.28
106341006,Contracted Other,0,0.0
106361370,Technician & Specialist,189442,5.7
106370977,Fiscal Services Cost Centers,57441,0.53
106190696,Education Cost Centers,0,0.0
106321016,Other,1753,0.07
106190066,Licensed Vocational Nurse,25217,0.84
106281047,Education Cost Centers,0,0.0
106400548,Environmental & Food Services,7245,0.24
106281266,Ancillary Cost Centers,0,0.0
106380939,Licensed Vocational Nurse,84188,0.38
106190500,Daily Cost Centers,206380,9.84
106374024,Fiscal Services Cost Centers,29572,1.0
106190500,Management & Supervision,79997,3.5
106560525,Management & Supervision,72683,1.9
106300225,Education Cost Centers,615,0.01
106190243,Other,58491,0.91
106370689,Ancillary Cost Centers,188733,2.64
106121031,Technician & Specialist,5776,0.39
106190462,Daily Cost Centers,176632,8.08
106190317,Contracted Other,4646,0.18
106374024,Contracted Registry Nursing,0,0.0
106010782,Registered Nurse,10838,0.8
106301127,Contracted Registry Nursing,3034,0.13
106160787,Other,81984,5.69
106380857,Clerical & Other Administrative,0,0.0
106084001,Technician & Specialist,111264,4.9
106370705,Technician & Specialist,114084,2.11
106444012,Other,250,0.02
106124004,Other,0,0.0
106571086,Registered Nurse,261611,6.45
106301340,Ancillary Cost Centers,1779817,11.66
106392232,Licensed Vocational Nurse,36353,3.43
106301248,Other,11468,0.17
106191450,Ancillary Cost Centers,240641,4.7
106260011,Contracted Other,2239,0.5
106361105,Other,0,0.0
106370744,Ancillary Cost Centers,1513591,8.29
106190240,Registered Nurse,474237,8.94
106190630,Environmental & Food Services,431229,2.79
106370694,General Services Cost Centers,531595,2.41
106554011,Ancillary Cost Centers,418621,4.43
106364050,Fiscal Services Cost Centers,43450,1.25
106301127,Aides & Orderlies,59999,2.62
106380939,Environmental & Food Services,436970,1.99
106341006,Administrative Services Cost Centers,1335326,5.46
106380857,Clerical & Other Administrative,0,0.0
106334025,Education Cost Centers,35000,0.63
106190547,Aides & Orderlies,23868,0.9
106420493,Contracted Other,120458,0.94
106191216,General Services Cost Centers,115265,3.93
106231013,Clerical & Other Administrative,106561,6.17
106301188,Fiscal Services Cost Centers,95087,1.54
106514001,Technician & Specialist,0,0.0
106380857,General Services Cost Centers,593682,10.14
106190552,Registered Nurse,48957,0.12
106331216,Contracted Registry Nursing,26569,0.66
106361768,Other,0,0.0
106190148,Contracted Registry Nursing,41753,0.51
106301127,Daily Cost Centers,232438,8.33
106190197,Clerical & Other Administrative,47091,3.51
106190328,Contracted Other,575,0.05
106362041,Daily Cost Centers,375464,4.27
106150736,Environmental & Food Services,248461,2.89
106190422,Licensed Vocational Nurse,17184,0.11
106104062,Technician & Specialist,64936,2.67
106171395,Other,3972,0.23
106190422,Environmental & Food Services,434340,2.8
106300032,Fiscal Services Cost Centers,330032,3.73
106244027,Technician & Specialist,0,0.0
106481094,Daily Cost Centers,252307,7.56
106301279,Fiscal Services Cost Centers,601497,4.47
106331168,Daily Cost Centers,886749,7.39
106371394,Daily Cost Centers,636940,11.14
106084001,Aides & Orderlies,16754,0.79
106551061,Registered Nurse,9132,0.61
106270777,Environmental & Food Services,70667,1.16
106130699,Daily Cost Centers,596491,11.37
106330120,Contracted Registry Nursing,0,0.0
106370787,Contracted Other,3520,0.21
106370714,Registered Nurse,1732741,10.19
106370744,Environmental & Food Services,0,0.0
106410806,Registered Nurse,314378,14.3
106154101,Technician & Specialist,110475,4.78
106190883,Other,0,0.0
106190555,Education Cost Centers,1248621,3.24
106190754,Administrative Services Cost Centers,340413,2.23
106190125,Fiscal Services Cost Centers,190152,1.92
106361318,Clerical & Other Administrative,547264,5.71
106240942,Environmental & Food Services,254981,3.46
106521041,Environmental & Food Services,54153,2.61
106010782,Ambulatory Cost Centers,1309,0.1
106370780,Management & Supervision,317810,3.0
106301340,Management & Supervision,551078,3.71
106391010,Ancillary Cost Centers,364342,6.37
106040937,Ancillary Cost Centers,550765,8.03
106150737,Aides & Orderlies,87732,1.56
106190317,Contracted Other,5125,0.21
106040875,Technician & Specialist,380348,9.11
106190878,Environmental & Food Services,139775,1.13
106331293,Aides & Orderlies,177640,3.4
106361343,Management & Supervision,165918,1.93
106194010,Education Cost Centers,0,0.0
106361246,Contracted Other,77104,0.27
106190163,Fiscal Services Cost Centers,62708,1.9
106190859,Licensed Vocational Nurse,11833,0.22
106190400,Technician & Specialist,1267246,7.94
106160702,Licensed Vocational Nurse,13673,1.37
106124004,Ancillary Cost Centers,0,0.0
106154147,Aides & Orderlies,13,0.01
106541123,Education Cost Centers,0,0.0
106094002,Fiscal Services Cost Centers,0,0.0
106190552,Aides & Orderlies,132973,0.37
106094002,Other,0,0.0
106301380,Aides & Orderlies,75588,2.03
106344011,Environmental & Food Services,0,0.0
106070990,Daily Cost Centers,964989,16.55
106190636,Technician & Specialist,668884,4.25
106331194,Aides & Orderlies,132079,1.72
106070934,Contracted Registry Nursing,66630,1.46
106154147,Aides & Orderlies,144,0.04
106190045,Contracted Registry Nursing,3829,0.44
106361274,Aides & Orderlies,52492,1.82
106391056,Education Cost Centers,0,0.0
106190812,General Services Cost Centers,499377,5.45
106304079,Fiscal Services Cost Centers,12726,0.84
106014034,Other,22253,0.65
106420514,Licensed Vocational Nurse,26732,0.24
106270777,Registered Nurse,126521,2.22
106190859,Daily Cost Centers,531601,9.89
106190782,Administrative Services Cost Centers,23294,1.38
106281078,Registered Nurse,325993,8.61
106430905,General Services Cost Centers,1911201,7.39
106304079,Management & Supervision,33508,2.29
106450936,Technician & Specialist,19800,0.31
106564121,Technician & Specialist,25554,6.36
106190110,Environmental & Food Services,28093,0.39
106194981,Administrative Services Cost Centers,7351,1.31
106190148,Management & Supervision,129419,1.54
106191225,Clerical & Other Administrative,11858,0.85
106230949,Registered Nurse,96461,10.06
106190547,Contracted Other,0,0.0
106104062,Contracted Other,0,0.0
106204019,Other,103721,0.97
106361370,Clerical & Other Administrative,211559,6.15
106514033,Registered Nurse,0,0.0
106361370,Registered Nurse,287905,8.37
106560525,Ancillary Cost Centers,318253,8.32
106190455,Aides & Orderlies,54704,1.33
106400466,Technician & Specialist,130709,7.03
106190449,Technician & Specialist,212766,3.54
106300032,Clerical & Other Administrative,803054,9.36
106554011,Registered Nurse,320492,3.73
106364188,Aides & Orderlies,39223,2.03
106491001,Contracted Registry Nursing,3258,0.17
106344029,Contracted Other,23424,0.65
106374055,Management & Supervision,66474,0.7
106070904,Contracted Registry Nursing,73210,1.72
106331288,Fiscal Services Cost Centers,40277,3.28
106331312,Ancillary Cost Centers,841978,6.19
106374024,Management & Supervision,34913,1.16
106190159,Daily Cost Centers,159978,7.18
106474007,Contracted Registry Nursing,0,0.0
106190468,Registered Nurse,244960,4.98
106210992,Other,962788,41.18
106301304,General Services Cost Centers,18676,1.75
106074097,Clerical & Other Administrative,0,0.0
106491338,Technician & Specialist,100037,12.07
106010805,General Services Cost Centers,395581,4.74
106491267,Daily Cost Centers,0,0.0
106361110,General Services Cost Centers,43984,1.11
106301258,Administrative Services Cost Centers,80975,1.82
106196405,Daily Cost Centers,404067,7.99
106514033,Registered Nurse,0,0.0
106340950,Licensed Vocational Nurse,0,0.0
106301175,Licensed Vocational Nurse,25022,0.21
106344114,Clerical & Other Administrative,0,0.0
106331226,Registered Nurse,29509,3.85
106364121,Registered Nurse,139360,9.22
106190631,Contracted Registry Nursing,19429,0.13
106420491,Administrative Services Cost Centers,102919,1.1
106331288,General Services Cost Centers,65338,5.32
106190449,Registered Nurse,265409,4.42
106490964,Contracted Registry Nursing,9385,0.41
106190307,Contracted Registry Nursing,18097,0.54
106310791,Ancillary Cost Centers,215109,8.24
106304045,Environmental & Food Services,17732,0.56
106364188,Education Cost Centers,0,0.0
106340913,Other,3189005,25.88
106341051,Ancillary Cost Centers,1486333,6.16
106310791,Ancillary Cost Centers,210316,7.84
106364014,Clerical & Other Administrative,75347,2.05
106361166,Other,6682,0.33
106190818,Management & Supervision,37987,1.5
106330120,Contracted Other,21522,0.61
106342392,Contracted Other,12217,0.43
106361274,Fiscal Services Cost Centers,9639,0.38
106301258,Daily Cost Centers,395894,8.38
106430837,Aides & Orderlies,114556,1.26
106514033,General Services Cost Centers,0,0.0
106444012,Licensed Vocational Nurse,0,0.0
106160702,Administrative Services Cost Centers,26090,3.06
106301258,Administrative Services Cost Centers,87560,1.93
106361308,Administrative Services Cost Centers,273752,3.24
106190380,Technician & Specialist,442497,4.38
106340913,Environmental & Food Services,0,0.0
106240924,Contracted Registry Nursing,7000,0.52
106270875,Management & Supervision,78971,1.24
106190630,Education Cost Centers,41898,0.27
106434051,Ambulatory Cost Centers,0,0.0
106361166,Education Cost Centers,0,0.0
106380842,Daily Cost Centers,662877,5.12
106410817,Daily Cost Centers,912353,6.01
106040802,Education Cost Centers,0,0.0
106500852,Contracted Registry Nursing,37011,0.27
106191306,Contracted Registry Nursing,23532,0.31
106504038,Management & Supervision,38894,5.43
106190328,Registered Nurse,115377,7.93
106014226,Licensed Vocational Nurse,6391,1.93
106244027,Management & Supervision,0,0.0
106240924,Other,6371,0.38
106190110,Registered Nurse,382262,5.36
106560501,Contracted Registry Nursing,8647,0.19
106560473,Administrative Services Cost Centers,253703,3.19
106440755,Administrative Services Cost Centers,275547,3.3
106500967,Daily Cost Centers,228258,1.73
106301566,General Services Cost Centers,407412,8.43
106034002,Education Cost Centers,0,0.0
106104047,Ambulatory Cost Centers,0,0.0
106190200,Fiscal Services Cost Centers,62633,1.05
106190352,Administrative Services Cost Centers,61807,2.44
106301379,Other,0,0.0
106190400,Daily Cost Centers,1635008,10.34
106334068,Contracted Other,37178,0.4
106424002,Environmental & Food Services,0,0.0
106400480,Management & Supervision,99006,3.83
106301317,Daily Cost Centers,954989,9.35
106100899,Technician & Specialist,1085893,7.2
106380939,Other,490179,2.23
106204019,Management & Supervision,377998,3.53
106244027,Management & Supervision,0,0.0
106500867,General Services Cost Centers,415829,2.71
106074097,Fiscal Services Cost Centers,51047,1.92
106190555,Fiscal Services Cost Centers,1586196,4.13
106171049,Clerical & Other Administrative,147475,8.86
106370721,Daily Cost Centers,206570,11.32
106410852,Contracted Registry Nursing,89229,0.7
106400683,Education Cost Centers,0,0.0
106361266,Other,5907,0.21
106190762,Aides & Orderlies,91402,1.15
106191227,Clerical & Other Administrative,931603,5.75
106404046,Aides & Orderlies,0,0.0
106380965,Other,53778,0.97
106380965,Management & Supervision,133874,2.62
106281266,Aides & Orderlies,0,0.0
106190468,Licensed Vocational Nurse,114466,2.24
106220733,Registered Nurse,35340,0.88
106190796,Registered Nurse,3279676,14.77
106484028,Registered Nurse,4770,1.86
106150706,Registered Nurse,256440,5.41
106380939,Ambulatory Cost Centers,861876,4.36
106100797,Ancillary Cost Centers,99776,6.9
106420522,Ambulatory Cost Centers,25137,5.51
106480989,Licensed Vocational Nurse,70171,0.96
106301209,Contracted Other,1152,0.05
106190400,Education Cost Centers,79207,0.48
106361144,Licensed Vocational Nurse,20482,0.87
106260011,Education Cost Centers,0,0.0
106334068,Technician & Specialist,626129,7.54
106450940,Registered Nurse,394390,10.14
106190541,Environmental & Food Services,23175,4.55
106301140,Daily Cost Centers,249875,8.22
106190587,Education Cost Centers,58122,1.02
106190756,Management & Supervision,185117,2.63
106414018,Ancillary Cost Centers,33591,27.0
106304045,General Services Cost Centers,127780,4.06
106334025,General Services Cost Centers,611083,13.16
106191014,Clerical & Other Administrative,0,0.0
106190475,Daily Cost Centers,257337,9.33
106301175,Fiscal Services Cost Centers,62355,0.54
106304079,Contracted Other,0,0.0
106150736,Management & Supervision,84597,0.97
106250955,Contracted Other,18524,1.43
106380960,Ambulatory Cost Centers,170343,3.49
106430763,Environmental & Food Services,551006,4.33
106100745,Aides & Orderlies,23581,2.01
106370689,Ancillary Cost Centers,227638,3.69
106190680,Daily Cost Centers,746197,7.68
106410852,Ancillary Cost Centers,892454,6.6
106190455,Fiscal Services Cost Centers,50090,1.37
106450936,Daily Cost Centers,155792,2.47
106281266,Education Cost Centers,0,0.0
106481094,Education Cost Centers,3020,0.09
106190630,Licensed Vocational Nurse,57694,0.42
106370744,Contracted Other,19973,0.11
106514030,Registered Nurse,43771,18.49
106084001,Technician & Specialist,121383,5.2
106013687,Management & Supervision,5015,0.7
106070988,Administrative Services Cost Centers,288434,2.48
106314029,Contracted Registry Nursing,0,0.0
106390846,Other,99977,1.79
106430883,Daily Cost Centers,2103855,10.03
106190163,Fiscal Services Cost Centers,80448,2.18
106190184,Contracted Registry Nursing,756,0.01
106190184,General Services Cost Centers,35016,0.6
106341051,Ancillary Cost Centers,1486333,6.16
106190587,Technician & Specialist,137029,2.5
106374049,Contracted Other,0,0.0
106374055,Ancillary Cost Centers,8841,0.1
106196168,Aides & Orderlies,261156,2.54
106564121,Administrative Services Cost Centers,16812,3.78
106196405,Licensed Vocational Nurse,6757,0.12
106090793,Environmental & Food Services,87204,1.48
106480989,Fiscal Services Cost Centers,42248,0.84
106490964,Environmental & Food Services,35864,1.67
106190232,Other,98,0.0
106334048,Technician & Specialist,0,0.0
106190462,Aides & Orderlies,69927,3.56
106400548,Environmental & Food Services,7245,0.24
106190883,Daily Cost Centers,400925,7.55
106070988,Other,173921,1.47
106190462,Education Cost Centers,0,0.0
106014207,Aides & Orderlies,20571,3.01
106190317,Fiscal Services Cost Centers,18578,0.75
106190762,Clerical & Other Administrative,361203,4.95
106150775,Contracted Other,0,0.0
106190176,Fiscal Services Cost Centers,327459,3.17
106500852,Daily Cost Centers,1353843,8.71
106100697,Management & Supervision,21058,0.34
106370673,Contracted Registry Nursing,369700,2.62
106190081,Aides & Orderlies,33836,0.66
106301283,Education Cost Centers,0,0.0
106010887,Environmental & Food Services,38099,1.94
106190380,Clerical & Other Administrative,86904,2.16
106380842,Contracted Registry Nursing,0,0.0
106304460,Aides & Orderlies,0,0.0
106121002,Fiscal Services Cost Centers,70913,2.55
106301357,Ancillary Cost Centers,70374,4.6
106220733,Licensed Vocational Nurse,15153,0.4
106491001,General Services Cost Centers,90050,4.49
106196404,Licensed Vocational Nurse,85392,0.95
106341006,Ambulatory Cost Centers,2535549,10.75
106301188,Environmental & Food Services,43613,0.72
106154147,Registered Nurse,1107,0.74
106190020,Administrative Services Cost Centers,60767,1.76
106410782,Contracted Other,5522,0.02
106301175,Ambulatory Cost Centers,124020,1.03
106394009,Registered Nurse,583966,16.4
106370749,Ambulatory Cost Centers,95715,2.34
106334589,Fiscal Services Cost Centers,85604,2.38
106150808,Contracted Other,4949,0.11
106344011,Contracted Registry Nursing,0,0.0
106301098,Ambulatory Cost Centers,133844,1.68
106074017,Technician & Specialist,195268,6.81
106301205,Management & Supervision,592369,2.88
106361343,Education Cost Centers,0,0.0
106491076,Registered Nurse,138157,5.49
106084001,Administrative Services Cost Centers,57990,2.64
106190125,Fiscal Services Cost Centers,142283,1.45
106190630,Daily Cost Centers,1663419,10.77
106391010,Contracted Other,108142,1.89
106340950,Other,102014,0.89
106071018,General Services Cost Centers,385977,6.11
106370780,Ambulatory Cost Centers,384705,3.64
106190380,Education Cost Centers,0,0.0
106540816,Ambulatory Cost Centers,233372,6.48
106190159,Fiscal Services Cost Centers,67015,3.25
106430779,Management & Supervision,178114,1.52
106370759,Aides & Orderlies,111236,1.57
106194010,Administrative Services Cost Centers,7889,0.26
106110889,Technician & Specialist,42386,6.41
106390923,Fiscal Services Cost Centers,128638,2.23
106190323,Clerical & Other Administrative,559926,3.77
106240942,Contracted Registry Nursing,66434,0.9
106361274,General Services Cost Centers,70808,2.46
106370977,Licensed Vocational Nurse,44704,0.43
106190163,Environmental & Food Services,46934,0.9
106374094,Daily Cost Centers,274881,9.82
106301317,Education Cost Centers,1548,0.02
106190878,Contracted Other,32862,0.27
106361768,Other,0,0.0
106190878,Fiscal Services Cost Centers,177694,1.44
106314029,Clerical & Other Administrative,4532,0.86
106150761,Management & Supervision,235340,2.9
106374049,Environmental & Food Services,1922,0.3
106190949,Contracted Other,289483,3.59
106361110,Licensed Vocational Nurse,12944,0.25
106481094,Contracted Other,12113,0.38
106214034,Contracted Other,6162,0.48
106190462,Other,0,0.0
106190857,Ancillary Cost Centers,40741,3.88
106100005,Contracted Other,8026,0.14
106301127,Fiscal Services Cost Centers,11071,0.43
106074039,Ancillary Cost Centers,7821,0.3
106361458,Ambulatory Cost Centers,7646,2.88
106190431,Administrative Services Cost Centers,446675,9.67
106410817,General Services Cost Centers,390820,3.02
106361323,Registered Nurse,585930,5.74
106190529,Other,156531,1.56
106040962,Daily Cost Centers,1099357,9.94
106560838,Registered Nurse,8131,1.01
106010846,Ambulatory Cost Centers,1026033,5.8
106190958,General Services Cost Centers,0,0.0
106320986,Environmental & Food Services,28587,4.82
106190541,Environmental & Food Services,29442,2.05
106014207,Education Cost Centers,0,0.0
106301098,Daily Cost Centers,749817,9.41
106210992,Registered Nurse,518066,22.16
106190449,Environmental & Food Services,84176,1.43
106361370,General Services Cost Centers,163860,4.52
106560501,Contracted Registry Nursing,10455,0.22
106574010,Daily Cost Centers,131716,7.21
106304113,Environmental & Food Services,0,0.0
106190053,Technician & Specialist,598460,7.56
106450940,General Services Cost Centers,115630,2.73
106044006,Fiscal Services Cost Centers,0,0.0
106160725,Registered Nurse,524146,6.48
106100005,Technician & Specialist,284898,4.59
106190854,Education Cost Centers,0,0.0
106410782,Contracted Registry Nursing,48406,0.18
106196404,Environmental & Food Services,178404,1.99
106010858,General Services Cost Centers,681782,13.75
106150808,Ambulatory Cost Centers,52389,1.05
106301317,Fiscal Services Cost Centers,173584,1.7
106301283,Ambulatory Cost Centers,75914,2.41
106304426,Technician & Specialist,0,0.0
106500939,Daily Cost Centers,1528591,10.94
106301140,Clerical & Other Administrative,140119,5.13
106370749,Management & Supervision,41216,0.99
106404046,Ancillary Cost Centers,0,0.0
106190525,Environmental & Food Services,64746,0.41
106190125,Environmental & Food Services,214021,2.16
106560838,Licensed Vocational Nurse,8960,1.71
106190462,Other,0,0.0
106194010,General Services Cost Centers,23047,0.62
106350784,Ambulatory Cost Centers,116646,1.27
106121051,Aides & Orderlies,30422,2.26
106541123,Contracted Registry Nursing,0,0.0
106190661,Aides & Orderlies,159208,2.65
106071018,Registered Nurse,791370,12.09
106190859,Environmental & Food Services,71690,1.35
106070934,Contracted Other,17319,0.38
106270744,Licensed Vocational Nurse,31509,0.42
106191231,Ancillary Cost Centers,813220,6.84
106560492,General Services Cost Centers,362396,3.54
106370780,Technician & Specialist,843721,7.45
106191216,Ancillary Cost Centers,185287,5.21
106070990,Aides & Orderlies,110490,1.89
106240924,Contracted Other,801,0.05
106190712,Contracted Other,0,0.0
106190307,Registered Nurse,216107,6.3
106391010,Ancillary Cost Centers,385778,6.92
106050932,Ancillary Cost Centers,119969,11.87
106410782,Technician & Specialist,344354,1.27
106190782,Ancillary Cost Centers,0,0.0
106105051,Ancillary Cost Centers,0,0.0
106010887,Fiscal Services Cost Centers,12201,0.75
106420522,Registered Nurse,33004,7.14
106394009,Daily Cost Centers,643066,19.52
106230949,Clerical & Other Administrative,103134,10.76
106560481,Licensed Vocational Nurse,64786,0.65
106160702,Administrative Services Cost Centers,20304,2.03
106104023,Education Cost Centers,0,0.0
106334018,Registered Nurse,202974,7.85
106194981,Licensed Vocational Nurse,4882,0.87
106574010,Education Cost Centers,0,0.0
106194981,Other,188,0.03
106190500,Administrative Services Cost Centers,88674,3.85
106010987,Administrative Services Cost Centers,307277,3.98
106371394,Registered Nurse,582817,10.42
106160725,Management & Supervision,134846,1.67
106344011,Contracted Other,0,0.0
106291053,Ancillary Cost Centers,240867,5.59
106014207,Contracted Other,284,0.04
106301283,Ambulatory Cost Centers,72545,2.18
106190500,Registered Nurse,248641,11.85
106190818,Ancillary Cost Centers,202102,7.99
106370705,Ambulatory Cost Centers,41140,0.69
106500967,Aides & Orderlies,98514,0.89
106340947,Registered Nurse,1197892,10.75
106190517,Contracted Registry Nursing,32808,0.41
106070934,Technician & Specialist,303299,6.49
106334025,Environmental & Food Services,0,0.0
106574010,Administrative Services Cost Centers,42260,2.25
106331293,Registered Nurse,346817,7.1
106190470,Other,143468,1.1
106190878,Fiscal Services Cost Centers,195465,1.49
106450940,Aides & Orderlies,50346,1.21
106304159,Clerical & Other Administrative,1769,0.18
106334025,Contracted Registry Nursing,13455,0.29
106320986,Other,3732,0.63
106314029,Contracted Other,0,0.0
106013687,Ancillary Cost Centers,0,0.0
106301317,Other,332300,3.1
106320986,Licensed Vocational Nurse,19782,3.33
106301380,Registered Nurse,155048,4.29
106121031,Daily Cost Centers,26354,2.42
106191014,Clerical & Other Administrative,0,0.0
106281078,Environmental & Food Services,146885,4.04
106301262,Fiscal Services Cost Centers,204949,1.48
106301566,Daily Cost Centers,552508,11.44
106104089,Fiscal Services Cost Centers,0,0.0
106374049,Education Cost Centers,0,0.0
106334487,Registered Nurse,1482986,9.24
106104089,Clerical & Other Administrative,7492,1.36
106340913,Fiscal Services Cost Centers,10115,0.24
106490919,Clerical & Other Administrative,164388,4.32
106560203,Administrative Services Cost Centers,43987,1.88
106040937,Environmental & Food Services,156381,2.74
106190148,Ancillary Cost Centers,526141,6.22
106190517,Registered Nurse,765739,9.67
106194219,Ancillary Cost Centers,968125,10.64
106370745,Other,20836,0.35
106190045,Administrative Services Cost Centers,12681,1.4
106196403,Administrative Services Cost Centers,384894,5.54
106191216,Other,12312,0.35
106130760,Aides & Orderlies,152812,3.41
106380868,Fiscal Services Cost Centers,26809,2.2
106190636,Aides & Orderlies,198883,1.35
106191216,Aides & Orderlies,40261,1.13
106190878,Other,141529,1.11
106190754,General Services Cost Centers,574185,3.77
106014034,Clerical & Other Administrative,14488,0.41
106301209,Registered Nurse,195509,8.19
106500867,Administrative Services Cost Centers,218417,1.42
106100797,Fiscal Services Cost Centers,68584,4.74
106074039,Technician & Specialist,137345,5.9
106190631,Contracted Other,6428,0.04
