facility_id,position,productive_hours,productive_hours_per_patient
106190470,Ancillary Cost Centers,855505,6.43
106190176,Licensed Vocational Nurse,26973,0.26
106374094,Fiscal Services Cost Centers,10682,0.48
106454013,Management & Supervision,21033,12.48
106190754,Other,26830,0.19
106450940,Other,8976,0.21
106370730,Ambulatory Cost Centers,214426,2.17
106084001,Education Cost Centers,0,0.0
106291023,Licensed Vocational Nurse,6932,0.17
106450949,Aides & Orderlies,86912,1.02
106013687,Fiscal Services Cost Centers,0,0.0
106281078,Daily Cost Centers,312864,9.14
106154101,Clerical & Other Administrative,67040,3.24
106190784,Registered Nurse,105162,5.82
106040962,Technician & Specialist,1014802,9.0
106196403,Environmental & Food Services,0,0.0
106070990,Education Cost Centers,12833,0.22
106454013,Contracted Registry Nursing,0,0.0
106270744,Management & Supervision,74264,0.98
106190305,Clerical & Other Administrative,27936,1.02
106196403,Technician & Specialist,0,0.0
106481357,Licensed Vocational Nurse,13197,0.22
106070988,Ambulatory Cost Centers,482338,4.29
106500939,Management & Supervision,294097,2.2
106104062,Management & Supervision,0,0.0
106301097,Daily Cost Centers,138552,6.29
106370694,Ancillary Cost Centers,1941362,9.01
106434153,Environmental & Food Services,0,0.0
106190687,Registered Nurse,1078675,10.68
106490919,Ambulatory Cost Centers,103268,2.64
106060870,Clerical & Other Administrative,64453,6.64
106424002,Daily Cost Centers,70482,13.37
106070988,Contracted Registry Nursing,36841,0.33
106124004,Clerical & Other Administrative,0,0.0
106230949,Management & Supervision,30756,3.21
106370771,Administrative Services Cost Centers,360214,3.66
106491338,Environmental & Food Services,27355,3.42
106380939,Education Cost Centers,430341,2.0
106494048,Contracted Other,0,0.0
106484044,Clerical & Other Administrative,0,0.0
106214034,Licensed Vocational Nurse,1440,0.12
106190782,Ambulatory Cost Centers,0,0.0
106291023,General Services Cost Centers,201146,4.68
106391010,Contracted Other,23344,0.42
106500867,Contracted Other,32689,0.21
106330120,Contracted Other,19918,0.5
106481094,Ancillary Cost Centers,273573,8.29
106190298,Ancillary Cost Centers,222167,6.85
106361343,Daily Cost Centers,858185,8.32
106190661,Fiscal Services Cost Centers,73566,1.22
106211006,Management & Supervision,111213,1.66
106332172,Clerical & Other Administrative,4851,0.4
106514037,Daily Cost Centers,0,0.0
106430705,Fiscal Services Cost Centers,13589,0.16
106105051,Environmental & Food Services,0,0.0
106374049,General Services Cost Centers,2094,0.33
106370977,Registered Nurse,442387,4.07
106334068,Technician & Specialist,756022,8.13
106434218,Registered Nurse,0,0.0
106010856,Other,2754225,32.06
106084001,Environmental & Food Services,83155,3.66
106361105,Administrative Services Cost Centers,72165,4.52
106231396,Fiscal Services Cost Centers,90442,3.26
106331152,Management & Supervision,146978,1.87
106540816,Management & Supervision,108355,2.78
106514030,Environmental & Food Services,13692,4.76
106434153,Ancillary Cost Centers,888275,9.89
106150808,Environmental & Food Services,56305,1.13
106332172,Other,0,0.0
106374094,General Services Cost Centers,66332,2.56
106514033,Education Cost Centers,0,0.0
106370721,Contracted Registry Nursing,4158,0.24
106320986,Technician & Specialist,65253,11.01
106244027,Aides & Orderlies,0,0.0
106420483,Other,5584,0.23
106130699,Fiscal Services Cost Centers,234772,4.47
106270875,Education Cost Centers,2025,0.03
106250956,General Services Cost Centers,60006,1.42
106491338,Contracted Registry Nursing,244,0.03
106190317,Licensed Vocational Nurse,22241,0.85
106190958,Aides & Orderlies,0,0.0
106334068,Ambulatory Cost Centers,273502,3.29
106491076,Contracted Registry Nursing,13207,0.5
106301127,Fiscal Services Cost Centers,10651,0.47
106344035,Aides & Orderlies,25598,2.13
106100797,Administrative Services Cost Centers,50923,2.94
106010739,Ancillary Cost Centers,1016398,6.01
106434040,Management & Supervision,490789,4.7
106301317,Education Cost Centers,1583,0.02
106190681,Licensed Vocational Nurse,0,0.0
106391042,Ancillary Cost Centers,1090915,9.03
106150706,Contracted Other,0,0.0
106190555,Licensed Vocational Nurse,45548,0.12
106124004,Management & Supervision,0,0.0
106190552,Environmental & Food Services,190967,0.53
106391010,Daily Cost Centers,588468,10.11
106551061,Management & Supervision,14114,0.79
106364014,Aides & Orderlies,80463,2.14
106301258,Education Cost Centers,0,0.0
106361266,Ancillary Cost Centers,51048,1.64
106370689,Technician & Specialist,191229,3.12
106190517,Aides & Orderlies,123983,1.57
106070988,Ancillary Cost Centers,1202733,10.69
106301258,Fiscal Services Cost Centers,50082,1.0
106310791,Daily Cost Centers,179780,7.41
106560838,Contracted Registry Nursing,204,0.03
106382715,Clerical & Other Administrative,114207,3.9
106190380,Contracted Other,998,0.02
106190534,Ambulatory Cost Centers,256140,5.81
106121002,Ambulatory Cost Centers,152271,5.31
106370694,Environmental & Food Services,67017,0.3
106010805,Education Cost Centers,0,0.0
106010887,Ancillary Cost Centers,60992,3.18
106540734,Administrative Services Cost Centers,605272,2.97
106190232,Administrative Services Cost Centers,66996,1.39
106361223,Licensed Vocational Nurse,10365,0.1
106194981,Ambulatory Cost Centers,0,0.0
106370780,Daily Cost Centers,1055580,9.93
106344021,Licensed Vocational Nurse,13012,0.31
106301340,Licensed Vocational Nurse,33524,0.23
106301379,Registered Nurse,340138,7.87
106040962,Ancillary Cost Centers,809638,7.32
106160702,Licensed Vocational Nurse,13673,1.37
106391056,Education Cost Centers,0,0.0
106190949,Ancillary Cost Centers,420002,5.36
106190687,Administrative Services Cost Centers,298215,3.1
106301258,Other,0,0.0
106454012,Education Cost Centers,0,0.0
106361370,Aides & Orderlies,51236,1.48
106190475,Fiscal Services Cost Centers,63691,2.12
106190812,Education Cost Centers,0,0.0
106560525,Clerical & Other Administrative,240984,6.1
106301357,Administrative Services Cost Centers,20333,1.09
106190636,Ambulatory Cost Centers,241676,1.51
106190782,Management & Supervision,76588,4.53
106301380,Licensed Vocational Nurse,61116,1.75
106301132,Registered Nurse,1378058,24.97
106040802,Ancillary Cost Centers,60695,2.75
106190521,Environmental & Food Services,86212,1.38
106364050,Technician & Specialist,76153,2.24
106196168,Licensed Vocational Nurse,66576,0.69
106104089,Environmental & Food Services,6359,1.14
106190053,General Services Cost Centers,362492,4.58
106190754,General Services Cost Centers,645543,4.61
106210993,Ambulatory Cost Centers,38242,1.96
106374084,Clerical & Other Administrative,12778,1.51
106434218,Ambulatory Cost Centers,760,0.11
106341006,Contracted Registry Nursing,0,0.0
106361318,Fiscal Services Cost Centers,240581,2.51
106540816,Contracted Other,14867,0.38
106370745,Contracted Registry Nursing,3033,0.05
106270744,Contracted Registry Nursing,14906,0.2
106190696,Contracted Other,2159,0.04
106410891,Contracted Other,64248,1.24
106370689,Environmental & Food Services,12385,0.2
106090933,Ancillary Cost Centers,389721,7.13
106214034,Ambulatory Cost Centers,55654,4.12
106130699,Licensed Vocational Nurse,14216,0.25
106374024,Licensed Vocational Nurse,18729,0.61
106190256,Aides & Orderlies,70193,2.05
106190673,Ambulatory Cost Centers,51152,2.82
106260011,Registered Nurse,110572,22.06
106084001,Technician & Specialist,134322,6.12
106301340,Education Cost Centers,32438,0.22
106104062,Aides & Orderlies,101606,4.18
106380868,Ancillary Cost Centers,0,0.0
106281047,Technician & Specialist,541125,7.59
106010937,Other,81624,0.77
106164029,Clerical & Other Administrative,567906,5.25
106260011,Ancillary Cost Centers,129845,26.4
106304409,General Services Cost Centers,870917,9.9
106361110,Clerical & Other Administrative,61854,1.84
106344188,Environmental & Food Services,9963,1.76
106121080,Ancillary Cost Centers,806355,15.1
106190385,Aides & Orderlies,339276,2.81
106105051,Clerical & Other Administrative,0,0.0
106196403,Aides & Orderlies,157393,1.98
106190352,Licensed Vocational Nurse,39073,1.53
106344170,Clerical & Other Administrative,6138,1.4
106190081,Environmental & Food Services,132694,2.45
106040875,Management & Supervision,80470,1.79
106370714,Other,350192,1.97
106301342,Environmental & Food Services,220609,1.5
106430837,Other,109831,1.21
106404046,Aides & Orderlies,0,0.0
106301175,Clerical & Other Administrative,314371,2.73
106121031,Daily Cost Centers,29018,2.17
106410817,Aides & Orderlies,231531,1.69
106190400,Contracted Registry Nursing,41518,0.27
106380857,Contracted Registry Nursing,12495,0.21
106430763,Daily Cost Centers,1203541,9.09
106301781,General Services Cost Centers,0,0.0
106244027,Management & Supervision,0,0.0
106160787,Registered Nurse,166982,4.95
106190053,Technician & Specialist,615305,7.59
106190958,General Services Cost Centers,0,0.0
106240924,Clerical & Other Administrative,69990,5.19
106344035,Registered Nurse,351,0.04
106141338,Aides & Orderlies,42979,1.64
106361308,Technician & Specialist,777752,9.45
106370749,Other,0,0.0
106400466,Contracted Other,8349,0.38
106121002,General Services Cost Centers,133444,5.83
106104089,Fiscal Services Cost Centers,0,0.0
106190525,Management & Supervision,289364,1.74
106194219,Other,0,0.0
106190200,Ambulatory Cost Centers,66475,1.12
106190066,Other,0,0.0
106410782,Administrative Services Cost Centers,154566,0.57
106361768,Technician & Specialist,0,0.0
106190883,Management & Supervision,93678,1.8
106010967,Administrative Services Cost Centers,170187,4.35
106391056,Ancillary Cost Centers,233039,7.17
106281078,Ambulatory Cost Centers,187999,6.07
106210992,Aides & Orderlies,70842,3.34
106301279,Management & Supervision,713337,5.32
106171395,Management & Supervision,29906,1.64
106231013,Contracted Other,0,0.0
106574010,Ambulatory Cost Centers,58663,2.81
106331168,General Services Cost Centers,664798,6.26
106364121,Technician & Specialist,0,0.0
106190256,Daily Cost Centers,304823,8.95
106450940,Management & Supervision,43188,1.11
106010782,Ambulatory Cost Centers,1331,0.12
106190517,Technician & Specialist,476307,6.01
106361768,General Services Cost Centers,0,0.0
106121051,Contracted Registry Nursing,7899,0.65
106014226,Contracted Registry Nursing,0,0.0
106100899,Ancillary Cost Centers,1139593,7.13
106190525,Clerical & Other Administrative,557670,3.97
106190673,Administrative Services Cost Centers,61419,3.38
106500939,Daily Cost Centers,1528591,10.94
106454013,Aides & Orderlies,4287,1.88
106331194,Daily Cost Centers,616090,7.81
106361323,Technician & Specialist,402027,4.3
106370744,Ambulatory Cost Centers,493938,2.73
106154147,Other,0,0.0
106121080,Environmental & Food Services,203539,3.81
106304159,Ambulatory Cost Centers,0,0.0
106211006,Technician & Specialist,588855,8.78
106361246,Other,2087461,7.39
106370749,Clerical & Other Administrative,67088,1.62
106370694,Administrative Services Cost Centers,656934,3.05
106190197,General Services Cost Centers,100582,4.97
106370673,Aides & Orderlies,118762,0.82
106301283,General Services Cost Centers,148144,4.12
106190110,Management & Supervision,94721,1.2
106301258,Education Cost Centers,0,0.0
106190534,Clerical & Other Administrative,123942,2.81
106190552,Aides & Orderlies,132973,0.37
106370673,Aides & Orderlies,0,0.0
106514030,Fiscal Services Cost Centers,14869,5.42
106560501,Aides & Orderlies,63862,1.42
106420483,General Services Cost Centers,90583,3.72
106301175,Daily Cost Centers,1072741,9.31
106370755,Ancillary Cost Centers,934377,5.9
106301098,Daily Cost Centers,716700,8.88
106010776,Fiscal Services Cost Centers,196520,2.21
106370759,Ambulatory Cost Centers,181645,2.73
106071018,Environmental & Food Services,222239,3.39
106390846,Management & Supervision,207629,3.71
106194967,Clerical & Other Administrative,0,0.0
106190198,Licensed Vocational Nurse,101851,1.67
106190020,Education Cost Centers,0,0.0
106361166,Ancillary Cost Centers,150596,7.51
106190066,Fiscal Services Cost Centers,32739,1.06
106150722,Administrative Services Cost Centers,267027,2.88
106190522,Registered Nurse,632810,8.55
106301379,Contracted Other,529,0.01
106440755,Licensed Vocational Nurse,33797,0.42
106190400,Contracted Registry Nursing,22530,0.14
106104047,Licensed Vocational Nurse,1767,0.22
106361166,Aides & Orderlies,25859,1.29
106491064,Ambulatory Cost Centers,301122,3.69
106380865,Fiscal Services Cost Centers,55624,0.19
106491267,Aides & Orderlies,0,0.0
106450936,Technician & Specialist,21439,0.32
106190176,Daily Cost Centers,838523,8.08
106320859,Ambulatory Cost Centers,97229,1.58
106304113,Registered Nurse,108567,7.89
106490919,Registered Nurse,424850,10.87
106190052,Education Cost Centers,0,0.0
106154147,Management & Supervision,0,0.0
106350784,Ancillary Cost Centers,181038,2.1
106190298,Management & Supervision,91941,2.87
106400548,Education Cost Centers,0,0.0
106301175,General Services Cost Centers,223241,1.94
106190462,Clerical & Other Administrative,70895,3.35
106301781,Technician & Specialist,0,0.0
106380965,Contracted Other,2726,0.05
106190400,Daily Cost Centers,1741013,10.58
106364050,Other,93732,2.75
106040937,Fiscal Services Cost Centers,138111,2.48
106190630,Daily Cost Centers,1542325,10.6
106434051,General Services Cost Centers,14382,1.7
106420483,Technician & Specialist,112433,4.52
106430705,General Services Cost Centers,247030,3.21
106160787,Registered Nurse,86962,5.57
106196035,Ancillary Cost Centers,329154,6.9
106490919,Contracted Other,2138,0.05
106370749,Ambulatory Cost Centers,119712,2.89
106190052,Aides & Orderlies,74715,2.98
106194010,Contracted Other,0,0.0
106010776,Licensed Vocational Nurse,31014,0.41
106240924,General Services Cost Centers,79187,5.87
106190784,Environmental & Food Services,23201,1.11
106190382,Contracted Other,9781,0.08
106370673,Management & Supervision,307065,2.11
106190681,General Services Cost Centers,18880,19.87
106060870,Licensed Vocational Nurse,9362,1.01
106390923,Environmental & Food Services,186786,3.63
106190150,Daily Cost Centers,145684,3.07
106314029,Environmental & Food Services,0,0.0
106444012,Fiscal Services Cost Centers,10222,0.86
106190555,General Services Cost Centers,3498169,9.57
106311000,Fiscal Services Cost Centers,3336,0.02
106374049,Administrative Services Cost Centers,10916,1.51
106010987,Aides & Orderlies,138413,1.82
106574010,Fiscal Services Cost Centers,7654,0.42
106540734,Fiscal Services Cost Centers,367121,1.69
106190517,Fiscal Services Cost Centers,87220,1.1
106344114,Aides & Orderlies,0,0.0
106104062,Other,964373,39.69
106374049,Aides & Orderlies,180,0.02
106190052,Ambulatory Cost Centers,0,0.0
106190256,Licensed Vocational Nurse,56187,1.65
106190930,Daily Cost Centers,365766,12.8
106240924,Aides & Orderlies,10442,0.6
106190475,Contracted Other,5412,0.19
106370780,Daily Cost Centers,1055580,9.93
106190232,Technician & Specialist,185110,4.53
106014034,Clerical & Other Administrative,40015,1.13
106070988,Technician & Specialist,913044,8.11
106444013,Contracted Registry Nursing,1154,0.04
106331194,Environmental & Food Services,24487,0.32
106431506,Daily Cost Centers,279480,7.1
106394009,Registered Nurse,180799,5.32
106560492,Environmental & Food Services,154895,1.59
106434040,Licensed Vocational Nurse,9146,0.08
106500852,Fiscal Services Cost Centers,144169,0.86
106450936,Clerical & Other Administrative,76210,1.21
106334025,Ambulatory Cost Centers,162031,3.53
106541123,Environmental & Food Services,0,0.0
106560203,Education Cost Centers,0,0.0
106301342,Clerical & Other Administrative,719085,4.88
106190681,General Services Cost Centers,20918,32.43
106291053,Management & Supervision,136938,2.96
106244027,Registered Nurse,0,0.0
106434153,Technician & Specialist,0,0.0
106191014,Ancillary Cost Centers,0,0.0
106190380,Ancillary Cost Centers,119694,2.97
106374049,Daily Cost Centers,17028,2.27
106370771,Ambulatory Cost Centers,125247,1.27
106400466,Technician & Specialist,75963,7.12
106371394,Technician & Specialist,636918,10.54
106154101,Contracted Other,0,0.0
106210993,Education Cost Centers,0,0.0
106364188,Daily Cost Centers,190774,10.57
106470871,Other,26517,3.03
106560492,Licensed Vocational Nurse,10893,0.11
106196405,Ancillary Cost Centers,262632,4.97
106300032,Contracted Other,0,0.0
106150722,Environmental & Food Services,207243,2.23
106301566,Environmental & Food Services,192634,3.56
106344011,Ancillary Cost Centers,0,0.0
106470871,Clerical & Other Administrative,58012,1.72
106190636,Ancillary Cost Centers,928307,5.89
106391010,Fiscal Services Cost Centers,195635,3.43
106220733,Fiscal Services Cost Centers,21975,0.55
106340913,Clerical & Other Administrative,0,0.0
106190298,Aides & Orderlies,31875,0.98
106380857,General Services Cost Centers,586151,10.7
106141338,Fiscal Services Cost Centers,24065,0.92
106100797,Clerical & Other Administrative,119495,8.25
106084001,Management & Supervision,100061,4.41
106342344,Environmental & Food Services,0,0.0
106154147,Clerical & Other Administrative,0,0.0
106191231,Ambulatory Cost Centers,717485,6.85
106190243,Management & Supervision,112721,1.71
106301188,Ambulatory Cost Centers,89239,1.37
106394003,Contracted Registry Nursing,0,0.0
106190661,Registered Nurse,232442,4.01
106364188,Contracted Other,16536,0.81
106190766,Clerical & Other Administrative,81340,4.46
106190680,Technician & Specialist,378511,3.9
106301283,Fiscal Services Cost Centers,71868,2.0
106300032,Education Cost Centers,243607,2.84
106301340,Environmental & Food Services,470030,3.18
106560508,Other,23350,0.58
106301127,General Services Cost Centers,50745,1.95
106190034,Education Cost Centers,0,0.0
106250955,General Services Cost Centers,23979,1.79
106040962,Daily Cost Centers,1099357,9.94
106331194,Ancillary Cost Centers,344549,4.37
106560481,Technician & Specialist,905804,9.09
106190232,Technician & Specialist,190694,4.51
106171049,Aides & Orderlies,53171,2.44
106260011,Aides & Orderlies,33901,6.89
106420493,Registered Nurse,717423,5.6
106301188,Ambulatory Cost Centers,82502,1.37
106370714,Clerical & Other Administrative,924563,5.44
106571086,Ancillary Cost Centers,284490,7.09
106190782,Registered Nurse,20259,1.2
106340913,Licensed Vocational Nurse,37286,0.27
106196035,Education Cost Centers,0,0.0
106370875,Education Cost Centers,42,0.0
106364231,Registered Nurse,1532501,7.98
106541123,Technician & Specialist,0,0.0
106370759,Management & Supervision,64515,0.97
106190712,Clerical & Other Administrative,0,0.0
106190049,Daily Cost Centers,293246,10.85
106104062,Licensed Vocational Nurse,8749,0.36
106190184,Fiscal Services Cost Centers,76289,1.12
106010846,Technician & Specialist,1223324,7.21
106190524,Daily Cost Centers,339854,7.19
106270744,Aides & Orderlies,234887,3.11
106560203,Registered Nurse,49810,2.12
106491001,Clerical & Other Administrative,116401,5.8
106190434,Fiscal Services Cost Centers,66478,1.7
106190170,Contracted Registry Nursing,61432,0.47
106190110,Education Cost Centers,0,0.0
106434040,Education Cost Centers,11963,0.11
106380939,Clerical & Other Administrative,894171,4.04
106150722,Contracted Registry Nursing,24189,0.25
106190256,Clerical & Other Administrative,98969,3.14
106190680,Ancillary Cost Centers,359381,3.64
106361166,Environmental & Food Services,57565,3.37
106121002,Fiscal Services Cost Centers,73637,2.57
106190708,Aides & Orderlies,60278,2.26
106190110,Aides & Orderlies,86312,1.25
106344188,Contracted Registry Nursing,0,0.0
106190392,Education Cost Centers,15100,0.16
106190176,Registered Nurse,816715,7.93
106380939,Daily Cost Centers,1607179,7.33
106190034,Registered Nurse,1278634,9.54
106190696,Management & Supervision,55374,0.98
106190081,Ambulatory Cost Centers,102942,1.95
106331216,Ambulatory Cost Centers,119624,2.95
106190522,Environmental & Food Services,173333,2.35
106430837,General Services Cost Centers,398710,4.39
106070924,Other,397528,4.72
106301279,Licensed Vocational Nurse,10953,0.08
106521041,Administrative Services Cost Centers,73026,3.42
106331216,Ambulatory Cost Centers,111308,2.71
106301140,Aides & Orderlies,69054,2.51
106196404,Clerical & Other Administrative,41942,0.47
106304426,Fiscal Services Cost Centers,0,0.0
106160787,Management & Supervision,62159,4.32
106560501,Other,15134,0.34
106380939,Administrative Services Cost Centers,647649,3.01
106190455,Daily Cost Centers,325125,7.93
106481357,Ancillary Cost Centers,522731,8.69
106104047,Administrative Services Cost Centers,24561,3.12
106301379,Aides & Orderlies,116909,2.82
106190137,Aides & Orderlies,132971,4.21
106370721,Licensed Vocational Nurse,42070,2.31
106190468,Other,0,0.0
106380939,Contracted Registry Nursing,39349,0.18
106392232,Registered Nurse,14377,1.21
106104047,Ambulatory Cost Centers,0,0.0
106560525,Ambulatory Cost Centers,123513,3.23
106362041,Management & Supervision,91889,1.05
106361274,Other,0,0.0
106190232,Contracted Other,2670,0.06
106070924,General Services Cost Centers,547872,6.1
106301283,Environmental & Food Services,52482,1.46
106490919,Technician & Specialist,273390,7.0
106044006,Environmental & Food Services,0,0.0
106190470,Fiscal Services Cost Centers,141120,1.05
106560473,Registered Nurse,874263,11.44
106190137,Licensed Vocational Nurse,96880,3.18
106190673,Environmental & Food Services,43350,2.0
106320986,Environmental & Food Services,26056,4.39
106190305,Daily Cost Centers,281334,10.29
106191228,Education Cost Centers,1715832,5.71
106190696,Registered Nurse,210703,3.71
106190949,Environmental & Food Services,7674,0.1
106390923,Ambulatory Cost Centers,332676,5.76
106130699,Administrative Services Cost Centers,256255,4.88
106540734,General Services Cost Centers,921947,4.64
106390846,Licensed Vocational Nurse,30554,0.64
106361323,Other,93531,0.89
106190636,Ancillary Cost Centers,837263,5.45
106321016,General Services Cost Centers,33508,1.31
106420483,Administrative Services Cost Centers,20265,0.83
106410817,Contracted Other,83279,0.61
106420491,Management & Supervision,84262,0.96
106191216,Daily Cost Centers,42856,4.67
106191306,Management & Supervision,310093,3.88
106391042,Daily Cost Centers,868918,7.31
106551061,Daily Cost Centers,91264,5.11
106100797,Clerical & Other Administrative,115679,10.04
106190673,Contracted Other,2520,0.14
106560492,Aides & Orderlies,322506,3.32
106554011,Aides & Orderlies,104298,1.03
106190052,Licensed Vocational Nurse,33565,1.53
106342344,Technician & Specialist,0,0.0
106074017,Other,6516,0.21
106500852,Aides & Orderlies,248540,1.49
106190017,General Services Cost Centers,148405,3.58
106190385,Daily Cost Centers,1095691,9.77
106100797,Ancillary Cost Centers,103981,6.0
106334068,General Services Cost Centers,240657,2.73
106190468,Registered Nurse,229294,4.92
106190762,General Services Cost Centers,157629,1.99
106190315,Aides & Orderlies,127496,1.77
106342392,Ancillary Cost Centers,0,0.0
106540734,Daily Cost Centers,1743748,8.54
106100717,Education Cost Centers,23379,0.07
106070990,Contracted Registry Nursing,5039,0.08
106391056,Contracted Registry Nursing,4633,0.17
106410817,Ancillary Cost Centers,524320,4.11
106491064,Contracted Registry Nursing,122875,1.52
106070924,Fiscal Services Cost Centers,375141,4.07
106231396,Ambulatory Cost Centers,242550,7.58
106434220,Ancillary Cost Centers,0,0.0
106430763,Other,282198,2.1
106434051,Ambulatory Cost Centers,0,0.0
106341051,Ambulatory Cost Centers,448903,2.09
106364121,Clerical & Other Administrative,0,0.0
106190712,Management & Supervision,0,0.0
106400480,Licensed Vocational Nurse,1235,0.05
106400683,Fiscal Services Cost Centers,0,0.0
106344011,General Services Cost Centers,0,0.0
106050932,Registered Nurse,83399,5.94
106500939,General Services Cost Centers,523503,4.12
106560473,Licensed Vocational Nurse,60921,0.78
106270744,Technician & Specialist,717210,9.48
106301175,Registered Nurse,1032563,8.85
106500967,Environmental & Food Services,97108,0.74
106190200,Technician & Specialist,260306,4.38
106190857,Technician & Specialist,37442,3.39
106291053,Clerical & Other Administrative,303494,7.05
106121080,Aides & Orderlies,221007,3.99
106150782,Ambulatory Cost Centers,158800,6.77
106154101,Clerical & Other Administrative,73750,3.13
106190673,Contracted Registry Nursing,5094,0.28
106270744,Clerical & Other Administrative,510889,6.76
106340951,Administrative Services Cost Centers,128043,0.95
106320859,Contracted Registry Nursing,59,0.0
106190534,Ambulatory Cost Centers,92073,1.94
106010858,Contracted Other,382,0.01
106491001,Education Cost Centers,0,0.0
106121080,Ancillary Cost Centers,671173,11.8
106450936,Education Cost Centers,0,0.0
106190352,Registered Nurse,172311,7.61
106370694,Management & Supervision,223749,1.04
106331194,Aides & Orderlies,160071,1.77
106361339,Ambulatory Cost Centers,117118,1.26
106074017,General Services Cost Centers,177632,6.23
106190462,Management & Supervision,41807,2.13
106420514,Daily Cost Centers,1188324,10.4
106034002,Daily Cost Centers,105925,6.88
106190812,Management & Supervision,182572,2.01
106190232,Fiscal Services Cost Centers,37311,0.91
106060870,Technician & Specialist,48112,5.17
106190137,Environmental & Food Services,49892,1.64
106450936,Fiscal Services Cost Centers,30051,0.46
106190400,Contracted Other,14256,0.09
106540816,Aides & Orderlies,75581,1.94
106431506,Contracted Registry Nursing,36897,0.89
106240942,Education Cost Centers,65328,0.81
106190547,Clerical & Other Administrative,127745,5.27
106344017,Ancillary Cost Centers,32030,1.43
106382715,Licensed Vocational Nurse,23377,0.74
106340913,Technician & Specialist,0,0.0
106361274,Fiscal Services Cost Centers,15742,0.55
106150788,Licensed Vocational Nurse,7347,0.07
106190431,Technician & Specialist,0,0.0
106231013,Other,10550,0.63
106332172,Environmental & Food Services,13141,1.07
106410806,Contracted Registry Nursing,35349,1.84
106430905,Education Cost Centers,1964248,7.83
106100717,Education Cost Centers,24270,0.07
106361246,Management & Supervision,851377,3.0
106481357,Clerical & Other Administrative,333041,7.85
106194010,Environmental & Food Services,15384,0.52
106381154,Clerical & Other Administrative,2438098,8.84
106014226,Aides & Orderlies,28599,8.74
106190170,Registered Nurse,1555798,12.69
106010937,Management & Supervision,237036,2.28
106190818,Contracted Registry Nursing,3372,0.07
106190159,Fiscal Services Cost Centers,67015,3.25
106104089,Ancillary Cost Centers,0,0.0
106190200,Education Cost Centers,0,0.0
106480989,Management & Supervision,0,0.0
106190475,Management & Supervision,60136,2.06
106130760,Fiscal Services Cost Centers,92609,2.27
106400683,Contracted Other,0,0.0
106514033,Registered Nurse,0,0.0
106210993,Aides & Orderlies,56258,2.93
106430905,Ambulatory Cost Centers,2068555,8.0
106364014,Contracted Other,0,0.0
106190429,Technician & Specialist,0,0.0
106141338,Contracted Other,0,0.0
106342392,Ambulatory Cost Centers,11951,0.3
106074039,Other,5176,0.21
106504038,Administrative Services Cost Centers,36731,5.12
106301248,Fiscal Services Cost Centers,91606,1.37
106190240,Management & Supervision,83807,1.58
106190317,Registered Nurse,15748,0.57
106331168,Aides & Orderlies,180280,1.64
106361144,Other,70218,2.84
106090793,Daily Cost Centers,212141,3.6
106190696,Other,0,0.0
106370714,Contracted Other,49,0.0
106514001,Environmental & Food Services,0,0.0
106410806,Registered Nurse,289281,13.84
106191227,Administrative Services Cost Centers,666875,3.82
106190766,General Services Cost Centers,121313,5.27
106370875,Fiscal Services Cost Centers,71502,0.54
106330120,Management & Supervision,57572,1.45
106332172,Aides & Orderlies,6423,0.63
106190541,Ambulatory Cost Centers,0,0.0
106344029,Other,26310,0.86
106190431,Clerical & Other Administrative,0,0.0
106190854,Daily Cost Centers,343118,7.58
106190517,Licensed Vocational Nurse,60024,0.77
106190521,Fiscal Services Cost Centers,70810,1.06
106190680,Technician & Specialist,383378,4.14
106190818,Technician & Specialist,269672,4.86
106320986,Clerical & Other Administrative,74216,12.52
106190328,Environmental & Food Services,37963,2.76
106190049,Aides & Orderlies,75344,2.79
106010846,General Services Cost Centers,779669,4.53
106154101,Environmental & Food Services,2018,0.09
106580996,Other,111884,1.38
106404046,Other,0,0.0
106560529,Environmental & Food Services,168474,2.27
106361110,Contracted Registry Nursing,780,0.01
106070934,Education Cost Centers,0,0.0
106010967,General Services Cost Centers,296469,5.39
106210992,Environmental & Food Services,0,0.0
106190857,Contracted Other,0,0.0
106210992,Fiscal Services Cost Centers,0,0.0
106350784,Environmental & Food Services,97205,0.98
106154101,Administrative Services Cost Centers,82255,3.22
106370749,Other,0,0.0
106070990,General Services Cost Centers,297918,5.37
106391042,Management & Supervision,319697,2.65
106190429,Other,2773910,20.86
106560508,Ancillary Cost Centers,206987,5.5
106194219,Registered Nurse,884750,11.58
106010887,Daily Cost Centers,222529,11.6
106190547,Contracted Registry Nursing,0,0.0
106010805,Technician & Specialist,560886,8.84
106154022,Education Cost Centers,0,0.0
106480989,Clerical & Other Administrative,0,0.0
106090933,Ambulatory Cost Centers,377804,7.03
106210993,Daily Cost Centers,128831,6.62
106190949,Clerical & Other Administrative,425873,5.3
106190163,Clerical & Other Administrative,65252,1.77
106481015,Contracted Other,2727,0.12
106571086,Fiscal Services Cost Centers,39022,0.96
106121002,Other,35703,1.53
106301262,Technician & Specialist,768195,5.72
106494019,Ancillary Cost Centers,361336,11.22
106380965,Education Cost Centers,32440,0.58
106240942,Aides & Orderlies,91888,1.28
106190430,Management & Supervision,0,0.0
106371394,Environmental & Food Services,0,0.0
106490919,Contracted Other,3875,0.1
106190475,Administrative Services Cost Centers,60187,2.06
